,tweet
857,"@kompascom kalo nanti jadi ri 1 pasti banyak nyalahin jokowi soalnya jokowi udah bikin toll ribuan kilometer, bikin bendungan, bikin jalan trans papua, lrt mrt, kereta cepat jakarta-bandung, bikin pelabuhan laut dan bandara, bikin kapal ikan asing lari, mcm2 pokoke"
858,"@adiwena oke, namun menjadikan artikel tersebut menjadi acuan itu kurang tepat, mengingat transportasi di jakarta itu hanya mrt, ada angkot (5000 - jak lingko) dan transjakarta (3500). 

harga yang diberikan mrt itu sudah pas, apalagi daerah yang dilayani memang business center."
859,"30 menit, 200 meter dari stasiun mrt jakarta."
860,mumpung di jakarta pengen nyobain mrt. tapi sendirian gini nanti kalo nyasar aku masuk tv terus jadi terkenal kan repot.
861,"@fahmieoracle bukan saya mas, up to 40 percent itu gambaran masy. jakarta, data bank dunia juga kalau ndak salah mendekati 30 persen  https://t.co/hadjdegnkr"
862,masalah transportasi umum di jakarta yang utama itu reliability waktu. kaga ada yg ontime bgst kecuali mrt
863,"@reshadeco @mrtjakarta terserah sih mau malem, ini lagi bantu ngurangin polusi di jakarta, ngga bawa kendaraan pribadi ke kantor, dari mrt nyambung @pt_transjakarta eh malah suruh muter buat naik bus-nya kak."
864,"@askmenfess coba bljr kemana mana pakai transportasi umum karena jakarta bnyk polusi nya gara"" kendaraan. selain mengurangin polusi juga mengurangi kemacetan. apalagi skrng busway udah bnyk rute nya, trs ditambah mrt yakan kita udah dikasih fasilitas sama negara gunanya untuk itu :)"
865,"@mrshananto makanya ku berharap pemerintah langsung menerapkan ganjil genap satu jakarta deh. karena semakin buruk udara, takutnya yang biasanya pake trans/mrt malah jadi pada takut dan memilih bawa mobil sendiri."
866,"@jktmajubersama trima pak jokowi dan ahok, krn klian jkt pnya mrt, lrt, simpang susun semanggi, sklh2 diperbaiki jadi baik, rusun2 jd bgs, rptra di sudut2 ibukota, jd pntslah kmudian dpt pghargaan di bid infrastruktur. skrg tgl dorong pak anies realisasi std jakarta, mrt fase ii dan lrt fase ii"
867,jr (jabodetabek residence) ini shuttle untuk tujuan ke beberapa titik di jakarta. bisanya kawasan sudirman atau yg di lewatin mrt. tp jr serpong ini khusus buat tujuan mrt lebak bulus. jangan sedih. tarifnya cm 10.000
868,"tiap ada orang yang bilang ""mau ke jakarta""
gw selalu bilang... ""gw pengen naik mrt"""
869,"@uyokback ??????
polusi---salah anies
sampah---salah anies
macet---salah anies

pas ada keberhasilan seperti mrt dan lrt di jakarta ditambah kesuksesan asian games langsung diklaim keberhasilan jokowi ??"
870,"mas-mas suka ngangkot nyobain mrt.
.
.
.
.
.
.
.
.
.
.
#suddenlycommute #exploreindonesia #explorejakarta #jakarta #hypebeast #hypebeaststyle #urbanstyle #streetstyle #urbansneakersociety #pahi #look #lookbook https://t.co/jfdxkm9bmt"
871,"gua kesel banget sumpah sama orang yg soktau soal kota gua
lu kira palembang mah dusun ?! 
kagak tau aja lu sepanas , semacet, semriwet apa palembang sekarang

btw, lrt palembang jg operasiny lebih duluan daripada mrt jakarta (: masih mo bilang ""emang enak tinggal di sumatera ?"""
872,@lix_lee007 mana tau si bobby mo nyobain mrt jakarta ato jgnjgn mo cod baso aci kali dia kan bisa jadi
873,"@diyasprdn di stasiun mrt jakarta, nih!"
874,"ya emang sih, resiko. biasanya yang ngomong begini banyakan nyalahin pemerintah, nggak mau gerak. jakarta yang salah manusianya, buat apa ada mrt, lrt, kereta, tije dll tapi masih pamer kendaraan? you should have a good solution, not just critize w/o act."
875,"*di mrt haji nawi*

""mas, maaf ga bisa shalat disini air lagi ga ada mas, dipake damkar buat kebakaran yg di fatmawati""
""duh mas, toilet juga ga ada ? kebelet asli ini""
"" iya mas sama""

masalah : jakarta darurat air juga ya ??"
876,"@bucekherman @masyono2017 @albhermanoaken @suaraanies @dkijakarta hihihi... ngaku2 location di jakarta, tapi gak tau kalo jpo dpn arthaloka udah dibenerin. emg apa yg salah sih kalo pemimpin itu program pmimpin sblmnya? jokowi lanjutin proyek mrt yg udah dirancang fauzi bowo gue diam2 aja. janin kodok trgila2 dg  persaingan. pantas beringas ??"
877,"fatmawati one hotel & residence, apartemen eksklusif selangkah dari stasiun mrt cipete raya, jakarta selatan.

ikuti radio talk bersama ratdi gunawan (marketing consultant fatmawati one hotel & residence), kamis (1/8) pukul 09.00-10.00 wib. @ratdig https://t.co/saoiqgbzql https://t.co/vfdzuzusnb"
878,"@detikcom @detikfinance lebih hemat dan mudah memindahkan gubernurnya saja daripada memindahkan perangkat abdi negaranya; lagipula, jakarta kan infrastrukturnya sudah lengkap dan sebentar lagi jika mrt, lrt, dan pembangunan infrastruktur transportasi lainnya sudah selesai, jakarta tidak akan macet lagi."
879,"ibu kota pindah nasib jakarta gimana?
jakarta bakal tambah maju brooo udah ada mrt, udah ada tol dalam kota, busway dsb..
malah bagus ibukota dipindain jd gk sumpek dan fokus jd kota bisnis.
justru jd pr berat untuk ibukota berikutnua"
880,"@habibthink @omdennis bagaimanapun @aniesbaswedan itu gubernur jakarta terbaik, 
baru setahun menjabat bisa sukses selenggarakan asian games, belum 2 tahun bisa menyelesaikan mrt.

bila buruk tentu pendukung beliau yaitu @pandji , @mkusumawijaya @fahiraidris & @halus24 yang  berisik terlebih dahulu."
881,"kalau kualitas udara jakarta sudah jelek, kenapa macet tetap parah, cuek pakai kendaraan pribadi ya? apakah warga jakarta memang ignorant? sudah ada mrt, busway (mungkin yg ini memang masih belom nyaman), tapi klo jarak dekat ya pada jalan kaki lah.
#polusijakarta"
882,"@ustadz_google @samdinosan2015 @elisa_jkt @thedufresne anies baru menjabat bulan oktober 2017, bbrp bulan menjabat jakarta mendapat penghargaan, itu tentu hasil prestasi gub sebelumnya

lalu bgmn skrg jakarta kota paling berpolusi?
kalo tidak diselesaikan mungkin.....

begitu jg penghargaan perbaikan transportasi dgn adanya mrt,lrt"
883,@papersboy jenius ngga bisa bayar mrt jakarta ?? tragis! ya ngga @jeniusconnect ? ??
884,"@nirmayuliansyah @panca66 @thearieair @suaraanies @awemany maha hebat anies dengan 2 tahunnya dapat penghargaan.
mrt,lrt selesai.
sungai2 bersih.
jakarta bersih dari sampah.
jakarta sesegar udara puncak.
ok oce meningkatkan taraf hidup sobat misqueen.
dp 0% buat penduduk misqueen.

next.
pulau reklamasi selesai.

??????????"
885,"@tubirfess yailah pak, pak. makanya kalau gak bisa jadi gubernur mah ngga usah nyalon. gimana sih. jakarta udah hampir tertata rapih pas sebelum bapak, ini kok jadi amburadul lagi. lagian juga ya, katanya bangga soal mrt. lah, mrt udah dari jaman kapan perencanaannya. situ tinggal resmiin."
886,"@wantepersija @persija_jkt jakcard bisa buat bayar transportasi umum, mrt,lrt,transjakarta, sama wisata di jakarta. salah satunya monas."
887,"31 juli 2019
____
ngebolang sekaluan nyobain mrt nya ??????
.
.
#mrt #jakartacity #jakarta #modatransportasi #ngebolang #trip #huawei #leicacamera #huaweip10lite #likeforfollow @ jakarta, indonesia https://t.co/fwuzudtubw"
888,"suka dengerin podcast kalo lagi di krl, brt, atau mrt? suka penasaran juga dengan @tfjakarta yang suka bagi-bagi peta dan keliling jakarta masang signage?

ayo dengar cerita kita di podcast mari berjudi sekarang di spotify!

https://t.co/stendh5nhc https://t.co/8jvyndnrqd"
889,"takut pas baca instastory cantika ada tulisan in the future, fresh air will be more expensive than petrol

please please yg tinggal di jakarta kan itu udah ada transjakarta, mrt, krl, please pake kendaraan umum jgn sampe kalimat itu jadi kenyataan dan dimanfaatin sama swasta??"
890,"setelah gua cari"" terkait masalah polusi di jakarta mungkin salah satu penyebabnya terbesarnya adalah polusi dari konstruksi infrastruktur yg besar besaran di jakarta seperti lrt, mrt, kereta api, tol, trotoar, bangunan, bullet train dlm 1 musim, semua itu benar"" berdampak bgt."
891,"@moamoans tapi yg udah udah sih ga begitu. mrt/reklamasi teluk jakarta itu ketok palunya jaman orba. tapi baru direalisasikannya sekarang sekarang ini. 
padahal udah 10taun"
892,"@prabhamwulung @dkijakarta @itdpindonesia @jakartamrt @tfjakarta hai kak, 
silakan cek link berikut untuk mengetahui lokasi-lokasi tertentu dari stasiun mrt jakarta. ?? 
https://t.co/221qquozwd
https://t.co/mgrpbvblyp"
893,gedung perkantoran yang dilalui mrt jakarta lebih disukai https://t.co/falpsptbzg #properti
894,@jeniusconnect apakah bisa digunakan untuk bayar trans jakarta busway dan mrt?
895,@innayaputri72 @aniesbaswedan jauh amat indonesia....jakarta dulu aja buktiken....eh udah terbukti yah salah satunya mrt
896,"di singapur, mrt dijadikan transportasi umum. di jakarta, mrt dijadikan destinasi wisata

iya guys sabtu lalu aku jadi turis."
897,"sabtu, 27 juli 2019 alumni stan 83 ngumpul buat hbh dan sekaligus reuni...
beda dengan angkatan2 lain yang kumpulnya jauh di luar kota, kami memilih untuk kumpul di jakarta, sambil menunjukkan dukungan kita untuk pemanfaatan mrt jakarta, serta test paket wisata gbk tour.

seruu.. https://t.co/4a2vlfvgyx"
898,@maurdiszansika hohoho jauh jauh dri malang boleh lah jalan jalan ke monas nyobain mrt sama lrt jakarta mba tapi maaf kemenang cuman hanya milik tuan rumah dong!??
899,"@fauzanindonisi @gato_pemula @dennysiregar7 penghargaan dari sisa yg lama...
salah satupenghargaan kota dengan transportasi terbaik..
anis kerja apa unt transportasi? ?
bis trans jakarta yg baru itu sisa ahok. .
mrt itu sisanya jokowi..."
900,"gue pengguna mrt dan ojol garis keras. anak gue yang gede sekolah pake antar jemput yang isinya bisa 5-8 anak per mobil. gue ga bisa nyetir, jadi mobil gue kepake kalo suami lagi di jakarta dan buat nganter anak gue yang kecil sekolah dan terapi."
901,"@areajulid kl jakarta gajadi ibukota lg cafe2, mall2, busway mrt lrt kaga jadi sawah semua ko nder"
902,ikut bangga jakarta - indonesia punya mrt. @mrtjakarta @ stasiun mrt haji nawi https://t.co/weyfsmno0j
903,"tak terasa 2 tahun yg lalu sebulan sekali mengunjungi berbagai stasiun bawah tanah mrt jakarta & jalur layangnya.
kini sebuah penantian panjang & penuh pertimbangan itu utk membuahkan hasil transportasi publik yg modern, nyaman & tepat waktu utk warga ibukota.
#mrtjakarta https://t.co/rouhmrzp7v"
904,"belom nyobain mrt di jakarta, nyobain nya malah di singapore wkwk canda gais tapi beneran??"
905,"tapi apakah angka segini cukup? masih harus ditingkatkan lagi nih #infrabuddy. dalam artikel https://t.co/rq2u6ypkww, direktur utama pt mrt jakarta, pak william sabandar menargetkan penumpang mrt harus mencapai 100.000 setiap harinya. hemm kira-kira bisa gak ya?"
906,"terowongan mrt dukuh atas muralnya itu yg dominan warna hitam bikin kurang enak dipandang, udah bagus sisi tembok sebelahnya warna warni bikin mata yg lihat jadi ikutan fresh.

agak ganggu dikit sih ada tulisan paramadina, mantan rektornya kan yg jadi gubernur jakarta kini ??"
907,"jakarta mau buat flyover 10 tingkat juga pasti tetep macet. padahal banyak banget loh yang pakai kendaraan umum macam tj, krl, mrt, lrt kok yo piyeeeee lek"
908,"udara jakarta sengaco itu--awalnya ga peka sampe tadi pagi jam 7an keluar stasiun mrt istora liat langit butek banget! kaya ada orang bakar2 padahal ngga. 

dan selama meeting pagi banyak orang batuk2 sampe ga konsen.

jadi, nyata adanya itu ya."
909,"gwilee, runners jakarta bermunculan di stasiun mrt jam segini"
910,"kabarnya ibu kota indonesia sudah fix akan dipindahkan oleh jin jaenudin ngaciro ke kalimantan.

sementara itu kereta cepat, lrt, mrt udah dibangun di jakarta.

kira-kira, para cebong ngikut migrasi ke kalimantan gak ya?
??????"
911,"@kompascom udah gw duga, udah gw siapin jawaban:

proyek mrt, lrt jakarta, proyek flyover busway ciledug - mampang, proyek flyover dan underpass itu berlangsung menyebar bersamaan, dan lebih di tengah kota."
912,"@12on164b3 @muhamma12807382 @suaraanies @aniesbaswedan bus sedang gak akan bisa masuk jalan2 sempit angkutan pasar ke pasar khas jakarta bro..
sudah ada 34 rute angkot kok..
https://t.co/nvfajdoqt0"
913,"lo bisa bilang juga jakarta itu nggak bisa dibandingin sama singapura, tapi pada akhirnya semuanya pengen kayak singapura juga ?? buktinya? bandara mau kayak changi, jalan mau kayak orchard, mrt mau kayak singapura. hahahaha."
914,digital signage jakarta anies terima keluhan warga soal penanda di mrt - https://t.co/uv0tl1o428 - https://t.co/x9vm4o8cmq #digitalsignagejakarta #digitalsignageindonesia #jasadigitalsignage #layarsentuh #cmsdigitalsignage #bestdigitalsignage  https://t.co/kfezecouvp
915,"@dann_jie @elisa_jkt @donadam08 diawal udh mengatakan bukan orang jakarta(dan sekitarnya juga mungkin), transportasi umum di jabodetabek sdh bagus.

jika rumah jauh dari kantor, ada krl yg skitar 80-90% ontime, lalu lanjut tj/mrt/jaka ataupun ojol(kalau kepepet kantornya gk dilewatin sama sekali angkutan umum)."
916,"@detikcom foto depannya mrt jakarta, padahal beritanya di singapura. hhhh"
917,"so the jakarta southeastern suburbs lrt... isn't going to be like an lrt at all.

this is proper heavy rail with siemens' ato 2 suite, just with shorter cars.

the mrt with its toshiba-backed ato 2 has a running partner.

https://t.co/nabre5abqg"
918,@detikcom @detikfinance mungkin dibeberapa daerah jakarta belum kesentuh.. cuma kalo kantor yg deket krl mrt transjakarta.. coba deh pake transport umum.. mayan ngurangin macet jakarta :)))
919,"ayo pak @aniesbaswedan 

nanggung dah...selesein n sambung2in lrt n mrt nyaa..... buktikan bapak gubernur dki jakarta yg visioner dan kerja nyata ???????? https://t.co/9tikf1iuj4"
920,"@dddreddddd @mosidik mrt isn't big enough for you? kjp? e goverment? perapihan layanan masyarakat satu pintu? gak ngerasain bikin ktp, dll jauh lebih mudah?
no? berarti lo bukan orang jakarta. ????"
921,"ada kalanya kita butuh situasi yg senyap dari kehidupan duniawi, untuk introspeksi ~

yeah, good night ??

#jakarta #explorejakarta #jktinfo #visitjakarta #jaksel #hajinawi #mrt #mrtjakarta #mrtj #station https://t.co/iuws5lhfb3"
922,"jakarta udah keren ya kan ada mrt , lrt (coming soon) krl lintas jabodetabek , eh ibukotanya mau di pindahin ke tempat yang masih segar masih banyak hutan , pohon nya , yang kalau ditebang atau di habisi hutannya ya polusi udara bakal sama dong kayak di kota jakarta yg skrg viral"
923,"jadi mau bertemu di lrt, mrt, trans jakarta, jak lingko apa krl aja niy?~~ https://t.co/0cstpzb0z6"
924,"kata ahoker anies ga laku di jakarta. ga kaya ahok di ajak selfi di mrt . 
fyi , yng sering ke monas itu mayoritas orang luar jakarta, tandanya anies ga cuman di cinta ama orang jakarta , orang luar jakarta pun juga cinta pak @aniesbaswedan ?? https://t.co/khgzvwk9jh"
925,"@maulanagituri https://t.co/hjoedwuywr

gak usah banyak bacot, baca ini berita. uang buat mrt tuh udah ada skemanya, udah aman.
uang 500t itu kegedean, super gede. keliatan aji mumpung bgt. gue nanya lu udah pelajarin ilmu ilmu tadi gak? terus gue minta minimal 3, lu cuma sebutin 1."
926,"@iwanfals alhamdulillah macet bertambah makmur rakyat jakarta bisa bertmbh yg bisa membeli kendaraan,mrt sudah beroperasi tp krn penduduk jkt msh bertambah trs"
927,@ihsanaziz @namagueitu ngomong2 kmrn dateng keseminar trus salah satu sponsornya mrt jakarta. disitu dia jelasin kok jalur mrt bakal dipanjangin dan lagi proses:) emang mungkin orang +62 aja yang kurang bisa nikmatin prosesnya
928,jakarta daerah yg ada mrt kayak selevel up gitu dibanding daerah pinggiran
929,"@yuliayen hai kak, 
untuk laporan kami mohon infokan kepada kami mengenai hal di atas kapan terakhir menggunakan mrt jakarta dan kapan akan menggunakan lagi mrt jakarta."
930,"larang kendaraan bahan bakar fosil masuk jakarta,  pake mrt semua https://t.co/aw5giezedx"
931,"semenjak ada mrt, warga jakarta dan sekitarnya makin sehat. trotoar jadi lebar dan nyaman unt jalan kaki. terima kasih pak ahok dan pak @jokowi karena legacymu dulu waktu masih jadi gub dki sehingga gub skrang bisa melanjutkan."
932,"@jokowi disana belum banyak orang pak, bangun dulu yg sudah padat penduduknya biar manfaatnya segera terasa. seperti mrt di palembang itu katanya peminatnya tak sebanyak bogor jakarta.."
933,"@mrshananto kmarin ada thread tentang sepeda pancal yang pihak dari mrt atau kereta api tidak bisa menjamin keamanan sepeda pancal itu.
we need this first in jakarta https://t.co/7xegwrsygp"
934,"@detikcom @detikfinance sdh saatnya masyarakat jakarta dan kota besar lainnya memanfaat transportasi umum milik publik 
mrt, bus kota dan @gojek"
935,"mrt jakarta @mrtjakarta jadi salah satu perusahaan dari 21 perusahaan yang menerima penghargaan dalam ajang marketeers omni brands of the year 2019

#news #beriterkini #mrtjakarta #penghargaan #awards #viral #upperlineid

https://t.co/eprpsvbudb"
936,"@detikcom bkn beban ke satu org doang, cm shrsnya yg pny kewenangan utk bikin kebijakan & dorongan buat warganya kan si gubernur nya dong ya. lah, gubernurnya aja malah nanem pohon plastik. ??

tp regardless, yuk warga jakarta pk transport umum! udh keren2 kan tuh, mrt, lrt, krl, tj, ntab!"
937,@smartfrencare mrt jakarta dong min. anti polusi.
938,"@humammuchsin @dkijakarta woiiii loe buta atau tuli, trans jakarta yg skrg bagus2 dr skania itu program ahok, dan mrt dan lrt itu program ahok, yg skrg dpt penghargaan 75% hasil kerja ahok...apa yg bisa d lakukan junjungan loe bambu yg paling mahal itu bertahan cuma 6 bulan, liat simpang semanggi..??????"
939,"@devin_satya dosen2 yg aku kenal di sini semua eksekutor di balik project besar dan bermanfaat buat orang banyak: tol trans sumatera, mrt jakarta, inland waterways cbl dan masih banyak lagi. itu baru beberapa yg aku tau ya."
940,"satu dari sekian banyak tempat yang instagrammable di mrt jakarta : stasiun asean (d/h sisingamangaraja).
disini anda dapat melihat dan mengabadikan detik-detik pertemuan kedua armada ratangga saat meninggalkan jalur https://t.co/jfbuliuhyr"
941,"@mrtjakarta makasih ya, hari ini keluarga saya nyoba mrt, di jakarta, jadi ga perlu hrs nyusul sy di bangkok buat nyobain mrt. lanjutkan..!! https://t.co/dawpvgr0ah"
942,"masih gua liatin ?? .. 
.
.
.
??mrt jakarta blok m station
.
.
.
indonesiajuara @skinnymonkeyy https://t.co/nivibclswo 
#indonesiajuara #exploreindonesia #indonesiakeren #jakartatoday https://t.co/5syl9y1kr0"
943,tempat foto2 lucu daerah jakarta selain mrt blok a dmn yach
944,"pingin deh ke jakarta, nyobain mrt, terus pulang"
945,alasan w bawa jaket ke jakarta padahal naudzubillah panasnya: takut masuk angin karena ac krl/mrt/busway. ok.
946,"@edcfess nder pke krl, mrt, lrt, transjakarta klo kamu kuliahnya di jakarta ya. biar gk nambah polusi anjeng"
947,"selain mrt, jakarta juga kedatangan transportasi rel lain: lrt. lrt atau kereta ringan sudah dijelaskan pada post sebelumnya tentang transportasi umum.

sebenarnya lrt jakarta direncanakan beroperasi saat asian https://t.co/edeksjiaon"
948,"tujuan kamu beli balenciaga, fila, dan kawan2nya untuk apa?

untuk dipake keliling jakarta naek mrt"
949,"baru coba mrt jakarta 
gue kemana aja?? https://t.co/osmrwujiaz"
950,@trisukmadewi huhu pengen bgt nyobain mrt jakarta
951,".
setelah ada transjak & mrt

banyak orang lalu lalang di jalan meski malam telah larut.
lampu jalan cukup terang..

apakah tingkat kejahatan di jakarta menurun ?"
952,"@tantearine @itsmegladis kjp, rusun, bus sekolah, bus tingkat gratis, mrt, lrt, tata kelola trans jakarta, rptra, jamkesmas, pengelolaan banjir & lingkungan, dll.

anies baswedan udah ngerjain apa?"
953,"sehat bersama mrt jakarta ""men sana in corpore sano"" @quantumconvex #cfdjakarta https://t.co/75tm13zbgo"
954,"kemarin berjumpa dengan ketua dpp psi_id 
sis tsamaradki di stasiun mrt bundaran hi ??
#generasioptimis
#generasimillenial
#solidaritasindonesia @ mrt jakarta https://t.co/lxg6cs4vvg"
955,"ciee akhirnya nyobain mrt jakarta
#agaknorak https://t.co/lc2occkhx0"
956,ke jakarta cuma cfd nyoba mrt udah balik lagi ke smerang https://t.co/8pdyicf38y
957,"@hanjar08 @en538474n6 @2lestyono12 @mosidik @abdigama @emhusnil @aniesbaswedan https://t.co/uhbsfzfcbo

berita lawas koq dijadiin referensi, sumbernya dari twitter pulak. lagian dr bahasanya juga jelas klo informasinya baru sebatas perencanaan, coba fokus di kata ""timeline basic design 2010.
haduh udahlah yah cuy, ngabisin waktu gw aje lo ah, nir faedah."
958,@mrtjakarta @maulburz apalagi banyak warga jakarta yg muslim yg jg membutuhkan tempat sholat kala ingin berpergian menggunakan mrt namun menyempatkan utk ibadah dahulu . thank you ??
959,"aku di 6 bulan di jakarta belum tau ketemu artis. ketemunya politisi2. 
-_-
2 minggu lalu, di taman, bapa2 partai golkar lg yoga di taman,
tadi di mrt, ketua dpp psi. 

hade. tulus ta nico ta hamish ta."
960,di jakarta hentian bas diantara dua jalan. laluan bas di lorong kanan kalau tak silap. jadi kalau sarawak nak buat boleh dah. sebab pembahagi jalan dia pun boleh buat lagi jalan. boleh mula dengan kuching - samarahan dulu. dari buat lrt/mrt tu la ?? https://t.co/ehm0oknm0o
961,"@firasherin @pemkotjogja hahaha siapa tau kan jadi potensi wisata baru juga kek wisata mrt jakarta.

plis adain tram ke gunung kidul biar bisa breakfast di malioboro, dinner di tepi pantai dong ?? #amininaja"
962,@khrsnarzkyy @viennisaa team busway sama mrt keliling jakarta!
963,"@cnbcindonesia semoga mrt jakarta yg operasi skrg juga driverless di masa depan,mirip kayak di kl"
964,"akhirnya org jakarta ini nyobain mrt, norak bgt w baru nyobain :"")"
965,"ada saudara datang dari daerah, ga bingung lagi mau diajak ngapain dan ke mana di jakarta ^^
they are happy enough with try mrt jakarta 
@mrtjakarta https://t.co/blc6fj7izo"
966,"saya berusaha objektif tentang berita atau apa pun. lha, saya juga pernah bela pak anies soal mrt jakarta, kan? jadilah muslim/muslimah yang tidak takut kepada siapa pun, meski itu atasan kita atau orang yang membayar kita."
967,sabtu 27 07 19 perdana mikha jalan2 pakai transportasi yg lg hits di jakarta. otd dulu deh biar kece. berasa jadi turis korea dari  jatiasih @ mrt jakarta https://t.co/r28gesrgap
968,"akhirnya makan kupang lontong di jakarta ???????? tempatnya depan stasiun mrt cipete raya, dapet info dari @drhaltekehalte https://t.co/hmwptxkg0g"
969,"@hanjar08 @en538474n6 @2lestyono12 @mosidik @abdigama @emhusnil @aniesbaswedan https://t.co/bxp9vcqqcx

banyakin baca media nasional, jngn artikel fb yg penulisnye buzzer elu telen mentah-mentah cuk."
970,pertama kali naek mrt jakarta... hehehe #selalusyukurihidup #syukurihidup #rafly https://t.co/ar1jyjzixl
971,"wah, kita tunggu aja ya tahun 2030 nanti mrt bakal menjangkau lebih banyak wilayah https://t.co/j7yb7yrqrf #123info"
972,"gapapa deh blm nyobain mrt jakarta, yg penting malaysia udah wkakaka https://t.co/l0zs29ubhn"
973,mrt jakarta serasa di luar negeri. keren banget https://t.co/fyzg5dvt21 lewat @youtube
974,"@adhichristian uhhh homesick ya? makanya main2 dong ke jakarta lagi, betah banget liat pantai. sesekali liat mrt lah."
975,"klo penumpang berbusana spt ini ada di jakarta, pd byk yg naek mrt kali yah

asal gak auto ngaceng https://t.co/tgb23vehli"
976,"stasiun lebak bulus
lebak bulus menjadi stasiun laying pertama di ujung selatan jakarta. stasiun mrt ini terintegrasi dengan halte transjakarta, yaitu halte lebak bulus koridor 8. buat kamu yang ingin wisata belanja, di dekat stasiun ini ada transmart dan poin square. https://t.co/uwymjhatsp"
977,"w belum banyak nyicipin mrt/metro di negara2 lain, tapi mrt jakarta emang tingkat polusi suaranya luar biasa. di dalem gerbong berasa di pasar tradisional."
978,"andai mrt dari dulu udah dibangun, ya ginilah designya... ?? 

1996 jakarta mrt ew line proposal https://t.co/ckkeqeozp0"
979,"@dpahrevi siang mas, integrasi informasi transportasi itu sangatlah penting untuk mewujudkan transportasi multimoda yang betul2 terintegrasi. jakarta kedatangan banyak moda baru spt mrt, lrt, dan railink namun hingga kini belum ada identitas yg serupa

dari sini kita coba u/ buat swadaya??"
980,"bersama dengan transjakarta, light rapid transportation (lrt), dan commuter line, mrt akan menjadi motor dari mobilitas masyarakat jakarta dan sekitarnya.   https://t.co/extjkv1flw"
981,"@berkaryainfo gw positif thinking aj dah.. 
klo di jakarta ya busway dn mrt"
982,bus trans jakarta yg ga k pke mending bwt provinsi laen yg mmbutuhkn.di jakarta dah trlalu bnyk kendaraan dri mrt ampe ojek online.
983,"https://t.co/372eiv6zkx

kereta mrt jakarta telah beroperasi selama empat bulan sejak pertama kali diresmikan pada akhir maret 2019 lalu. bagaimana catatan performanya?"
984,"https://t.co/segyzggi34

pembangunan mrt jakarta hingga 2030 ditargetkan mencapai 230 km. terdiri dari 162,8 km jalur bawah tanah dan 68,16 km jalur layang."
985,kereta bandara 200rb mrt lrt ktm nya juga buat roundtrip mayan lah harus spend sekitar 50rb buat jarak bogor jakarta
986,@vivacoid mantap kalai ada rute mrt dari kabupaten tangerang ke jakarta mah
987,"@syayangkamu aku pernah tinggal di dua tempat itu dan skrang menetap di bandung. 

dari kondisi masyarakat,kondisi cuaca enak di bandung jujur
tapi soal fasilitas pelayanan pemerintah enak di jakarta menurut ku. karena di bandung belum ada mrt sama comuter line ??"
988,"emang susah jadi orang yang biasanya pake kendaraan pribadi di jakarta. giliran pake transportasi umum, bingung nya luar biasa. untung aja kartu flash, brizzi dll udah ready di dompet ??
.
.
anak krl/mrt pasti tau gw https://t.co/nnf8sqlrzn"
989,"udah lah ya beli indomyh tu gw bayarin deh semuanya.. balik airbnb nyeduh, gw mau ngajak berenang tapi ujan >< adek day mau berenang sore kalo udah reda #horeee trus mendadak scene ganti ke nuansa ibukota.. adek day nanya gw di jakarta baru ada mrt yah kak? koq tauk deq~~~ https://t.co/72xub3ljm6"
990,waowwww kebayang mrt jakarta kalau jakarta banjir https://t.co/rogi5bwo1p
991,"krl dan mrt lumpuh. mrt malah nutup stasiun banget. orang2 cuma bisa naik trans jakarta.

tadi lewat halte trans jakarta rame babget gelap2an. ya allah gak bakal tahan gua."
992,wah ada pemadaman massal di jawa & bali ya? apa kabar orang-orang yg naik mrt jakarta (?)
993,jakarta #matilampu jadi gabisa naik mrt heuuu
994,"jakarta balck out? kaki udh pegel makin pegel turun naik stasiun mrt. indahnya minggu qu :"""
995,@mrtjakarta kecewa aama mrt jakarta. yang di kembalikan hanya uang jaminan aja (15rb) uang perjalanannya (8rb) ngga dikembalikan. pdhl gajadi naik karna mati lampu. info petugas dibawah harusnya bisa di refund. gimana ini?????? #matilampu
996,"pagi tadi, rajin bersama aris. siefdi-an ke senayan. keliling jakarta naik mrt

: ""aku fotoin""
; ""silau, gabisa pose yg bagus, mukanya pasti tablo""
: ""engga, kayak gitu aja udah bagus"" https://t.co/rd2nw7mabu"
997,"@marzukialie_ma @musniumar transportasi jakarta kan sdh diperbaiki pak. sdh ada mrt, ada trans jakarta busway, n utk yg ada di lingkar luar, ada commuter line. sy kira sdh ok utk tarif parkir naik. bila perlu 1.5 jt/hari, spt di melbourne. spy jakarta benar2 jd megapolitan city. ayo dukung pak anies"
998,"4 bulan ga ke jakarta. sekalinya ke jakarta, liat mrt. pengen naik anjay"
999,"seru banget tadi seharian reramean ngider jakarta naik mrt dan tranjakarta cuma sekedar pake nge-tap jam tangan yg udah diisiin saldo 100rb oleh bni, bisa buat jajan2 juga pula sekalipun itu mesin gesek atm - masih bisa dideketin jam tangan ke mesinnya. mantap smartwatch bni46 ?? https://t.co/xavvnwf9i2"
1000,"jd kesenengan naik mrt???? 
jujur ini pertama kali loh naik mrt jkt?? kalo di tanya gmn perasaanya? takjub, bangga , happy banget jakarta kuh?????? @ jakarta, indonesia https://t.co/zqilucvyax"
1001,sekarang mau ke plaza blok m bisa langsung naik mrt jakarta https://t.co/xoe5t3s5zl https://t.co/xruhttxxjk
