,tweet
848,kemerdekaan indonesia agustus presiden joko widodo negara iriana joko widodo membatik kegiatan goresan batik kemerdekaan digelar mrt bundaran hi jakarta kamis pagi kemarin tv
849,from presiden joko widodo didampingi negara iriana joko widodo menghadiri acara goresan batik kemerdekaan beranda peron a stasiun moda raya terpadu mrt bundaran hotel indonesia jakarta kamis
850,sekedar memgingatkan cak warga jakarta pakai mobil pribadi pakailah mrt utk transportasi
851,presiden negara iriana membatik acara pameran batik stasiun mrt jakarta jelang peringatan hut ri
852,coba dicek aja tingkat polusi kota jakarta kota jakarta kota tertinggi tingkat polusinya dunia diperiode tsb infrastruktur lrt mrt lingkar semanggi tol jorr berbarengan
853,bikin kebijakan sadis mobil motor pribadi dilarang masuk jakarta kerja jakarta ktp domisili jakarta pembangunan lrt mrt tol cikampek bubarin bikin macet polusi mewek mewek tuh cebong
854,mrt jakarta pls buatin kek gini
855,jakarta belum_jadi juara dunia kategori polusi udara lakukan jokowi ahok aturan proyek penunjang transportasi berhubungan transjakarta mrt lrt kalo anies baswedan upaya
856,kasian cowok salah didepan cewek kasian orang jakarta udah bikin mrt lrt ganjil genap tetep aja salah polusi kasian anies buruk tp tetep aja disalahin cowok orang jakarta jd anies wkwk kelar dah
857,kalo ri nyalahin jokowi jokowi udah bikin toll ribuan kilometer bikin bendungan bikin jalan trans papua lrt mrt kereta cepat jakarta bandung bikin pelabuhan laut bandara bikin kapal ikan asing lari mcm pokoke
858,oke menjadikan artikel acuan transportasi jakarta mrt angkot jak lingko transjakarta harga mrt pas daerah dilayani business center
859,menit meter stasiun mrt jakarta
860,mumpung jakarta pengen nyobain mrt gini kalo nyasar masuk tv terkenal repot
861,mas up to percent gambaran masy jakarta data bank dunia ndak salah mendekati persen
862,transportasi jakarta utama reliability kaga ontime bgst kecuali mrt
863,terserah sih malem bantu ngurangin polusi jakarta tidak_bawa kendaraan pribadi kantor mrt nyambung transjakarta eh suruh muter bus nya kak
864,coba bljr kemana pakai transportasi jakarta bnyk polusi nya gara kendaraan mengurangin polusi mengurangi kemacetan skrng busway udah bnyk rute nya trs ditambah mrt yakan udah dikasih fasilitas negara gunanya
865,ku berharap pemerintah langsung menerapkan ganjil genap jakarta deh buruk udara takutnya pake trans mrt takut memilih bawa mobil
866,trima jokowi ahok krn klian jkt pnya mrt lrt simpang susun semanggi sklh diperbaiki rusun jd bgs rptra sudut ibukota jd pntslah kmudian dpt pghargaan bid infrastruktur skrg tgl dorong anies realisasi std jakarta mrt fase ii lrt fase ii
867,jr jabodetabek residence shuttle tujuan titik jakarta bisanya kawasan sudirman lewatin mrt tp jr serpong khusus tujuan mrt lebak bulus sedih tarifnya cm
868,orang bilang jakarta gw bilang gw pengen mrt
869,polusi salah anies sampah salah anies macet salah anies pas keberhasilan mrt lrt jakarta ditambah kesuksesan asian games langsung diklaim keberhasilan jokowi
870,mas mas suka ngangkot nyobain mrt
871,gua kesel banget sumpah orang soktau kota gua lu palembang mah dusun kagak tau aja lu sepanas semacet semriwet palembang btw lrt palembang jg operasiny duluan mrt jakarta mo bilang emang enak tinggal sumatera
872,lee tau si bobby mo nyobain mrt jakarta ato jgnjgn mo cod baso aci kali
873,stasiun mrt jakarta nih
874,ya emang sih resiko ngomong banyakan nyalahin pemerintah tidak_mau gerak jakarta salah manusianya mrt lrt kereta tije dll pamer kendaraan you should have a good solution not just critize w o act
875,mrt haji nawi mas maaf tidak_bisa shalat air tidak_ada mas dipake damkar kebakaran fatmawati duh mas toilet tidak_ada kebelet asli iya mas jakarta darurat air ya
876,hihihi ngaku location jakarta tidak_tau kalo jpo dpn arthaloka udah dibenerin emg salah sih kalo pemimpin program pmimpin sblmnya jokowi lanjutin proyek mrt udah dirancang fauzi bowo gue diam aja janin kodok trgila dg persaingan beringas
877,fatmawati one hotel residence apartemen eksklusif selangkah stasiun mrt cipete raya jakarta selatan ikuti radio talk ratdi gunawan marketing consultant fatmawati one hotel residence kamis wib
878,hemat mudah memindahkan gubernurnya memindahkan perangkat abdi negaranya lagipula jakarta infrastrukturnya lengkap sebentar mrt lrt pembangunan infrastruktur transportasi selesai jakarta tidak_akan macet
879,kota pindah nasib jakarta gimana jakarta maju brooo udah mrt udah tol kota busway dsb bagus ibukota dipindain jd gk sumpek fokus jd kota bisnis jd pr berat ibukota berikutnua
880,gubernur jakarta terbaik setahun menjabat sukses selenggarakan asian games belum_tahun menyelesaikan mrt buruk pendukung beliau berisik
881,kualitas udara jakarta jelek macet parah cuek pakai kendaraan pribadi ya warga jakarta ignorant mrt busway belom nyaman klo jarak ya jalan kaki
882,google jkt anies menjabat oktober bbrp menjabat jakarta penghargaan hasil prestasi gub bgmn skrg jakarta kota berpolusi kalo tidak_diselesaikan jg penghargaan perbaikan transportasi dgn mrt lrt
883,jenius tidak_bisa bayar mrt jakarta tragis ya tidak_
884,maha hebat anies tahunnya penghargaan mrt lrt selesai sungai bersih jakarta bersih sampah jakarta sesegar udara puncak ok oce meningkatkan taraf hidup sobat misqueen dp penduduk misqueen next pulau reklamasi selesai
885,yailah tidak_bisa gubernur mah tidak_usah nyalon gimana sih jakarta udah tertata rapih pas amburadul ya bangga mrt mrt udah jaman perencanaannya situ tinggal resmiin
886,jkt jakcard bayar transportasi mrt lrt transjakarta wisata jakarta salah satunya monas
887,juli ngebolang sekaluan nyobain mrt nya jakarta indonesia
888,suka dengerin podcast kalo krl brt mrt suka penasaran suka peta keliling jakarta masang signage ayo dengar cerita podcast mari berjudi spotify
889,takut pas baca instastory cantika tulisan in the future fresh air will be more expensive than petrol please please tinggal jakarta udah transjakarta mrt krl please pake kendaraan jgn sampe kalimat kenyataan dimanfaatin swasta
890,gua cari terkait polusi jakarta salah penyebabnya terbesarnya polusi konstruksi infrastruktur besaran jakarta lrt mrt kereta api tol trotoar bangunan bullet train dlm musim berdampak bgt
891,udah udah sih tidak_begitu mrt reklamasi teluk jakarta ketok palunya jaman orba direalisasikannya udah taun
892,hai kak silakan cek link lokasi lokasi stasiun mrt jakarta
893,gedung perkantoran mrt jakarta disukai
894,bayar trans jakarta busway mrt
895,indonesia jakarta aja buktiken eh udah terbukti yah salah satunya mrt
896,singapur mrt dijadikan transportasi jakarta mrt dijadikan destinasi wisata iya guys sabtu turis
897,sabtu juli alumni stan ngumpul hbh reuni beda angkatan kumpulnya kota memilih kumpul jakarta dukungan pemanfaatan mrt jakarta test paket wisata gbk tour seruu
898,hohoho dri malang jalan jalan monas nyobain mrt lrt jakarta mba maaf kemenang cuman milik tuan rumah
899,pemula penghargaan sisa salah satupenghargaan kota transportasi terbaik anis kerja unt transportasi bis trans jakarta sisa ahok mrt sisanya jokowi
900,gue pengguna mrt ojol garis keras anak gue gede sekolah pake jemput isinya anak mobil gue tidak_bisa nyetir mobil gue kepake kalo suami jakarta nganter anak gue sekolah terapi
901,kl jakarta gajadi ibukota lg cafe mall busway mrt lrt kaga sawah ko nder
902,bangga jakarta indonesia mrt stasiun mrt haji nawi
903,sebulan mengunjungi stasiun tanah mrt jakarta jalur layangnya penantian penuh pertimbangan utk membuahkan hasil transportasi publik modern nyaman utk warga ibukota
904,belom nyobain mrt jakarta nyobain nya singapore wkwk canda gais beneran
905,angka segini ditingkatkan nih artikel direktur utama pt mrt jakarta william sabandar menargetkan penumpang mrt mencapai harinya hemm tidak_ya
906,terowongan mrt dukuh muralnya dominan warna hitam bikin enak dipandang udah bagus sisi tembok sebelahnya warna warni bikin mata lihat ikutan fresh ganggu dikit sih tulisan paramadina mantan rektornya gubernur jakarta
907,jakarta flyover tingkat tetep macet banget loh pakai kendaraan tj krl mrt lrt yo piyeeeee lek
908,udara jakarta sengaco tidak_peka sampe pagi jam an stasiun mrt istora liat langit butek banget kaya orang bakar tidak_dan meeting pagi orang batuk sampe tidak_konsen nyata ya
909,gwilee runners jakarta bermunculan stasiun mrt jam segini
910,kabarnya kota indonesia fix dipindahkan jin jaenudin ngaciro kalimantan kereta cepat lrt mrt udah dibangun jakarta cebong ngikut migrasi kalimantan tidak_ya
911,udah gw duga udah gw siapin proyek mrt lrt jakarta proyek flyover busway ciledug mampang proyek flyover underpass menyebar bersamaan kota
912,bus tidak_akan masuk jalan sempit angkutan pasar pasar khas jakarta bro rute angkot
913,lo bilang jakarta tidak_bisa dibandingin singapura pengen kayak singapura buktinya bandara kayak changi jalan kayak orchard mrt kayak singapura hahahaha
914,digital signage jakarta anies terima keluhan warga penanda mrt
915,jie jkt diawal udh orang jakarta transportasi jabodetabek sdh bagus rumah kantor krl skitar ontime tj mrt jaka ojol kepepet kantornya gk dilewatin angkutan
916,foto depannya mrt jakarta beritanya singapura hhhh
917,so the jakarta southeastern suburbs lrt isn t going to be like an lrt at all this is proper heavy rail with siemens ato suite just with shorter cars the mrt with its toshiba backed ato has a running partner
918,dibeberapa daerah jakarta belum_kesentuh kalo kantor deket krl mrt transjakarta coba deh pake transport mayan ngurangin macet jakarta
919,ayo nanggung dah selesein n sambung in lrt n mrt nyaa buktikan gubernur dki jakarta visioner kerja nyata
920,mrt isn t big enough for you kjp e goverment perapihan layanan masyarakat pintu tidak_ngerasain bikin ktp dll mudah no lo orang jakarta
921,kalanya butuh situasi senyap kehidupan duniawi introspeksi yeah good night
922,jakarta udah keren ya mrt lrt coming soon krl lintas jabodetabek eh ibukotanya pindahin segar hutan pohon nya ditebang habisi hutannya ya polusi udara kayak kota jakarta skrg viral
923,bertemu lrt mrt trans jakarta jak lingko krl aja niy
924,ahoker anies tidak_laku jakarta tidak_kaya ahok ajak selfi mrt fyi yng monas mayoritas orang jakarta tandanya anies tidak_cuman cinta ama orang jakarta orang jakarta cinta
925,tidak_usah bacot baca berita uang mrt tuh udah skemanya udah aman uang t kegedean super gede keliatan aji mumpung bgt gue nanya lu udah pelajarin ilmu ilmu tidak_terus gue minimal lu sebutin
926,alhamdulillah macet bertambah makmur rakyat jakarta bertmbh membeli kendaraan mrt beroperasi tp krn penduduk jkt msh bertambah trs
927,ngomong kmrn dateng keseminar trus salah sponsornya mrt jakarta disitu jelasin jalur mrt dipanjangin proses emang orang aja nikmatin prosesnya
928,jakarta daerah mrt kayak selevel up gitu dibanding daerah pinggiran
929,hai kak laporan mohon infokan mrt jakarta mrt jakarta
930,larang kendaraan bahan bakar fosil masuk jakarta pake mrt
931,semenjak mrt warga jakarta sehat trotoar lebar nyaman unt jalan kaki terima kasih ahok legacymu gub dki gub skrang melanjutkan
932,disana belum_banyak orang bangun padat penduduknya biar manfaatnya mrt palembang peminatnya bogor jakarta
933,kmarin thread sepeda pancal mrt kereta api tidak_bisa menjamin keamanan sepeda pancal we need this first in jakarta
934,sdh masyarakat jakarta kota memanfaat transportasi milik publik mrt bus kota
935,mrt jakarta salah perusahaan perusahaan menerima penghargaan ajang marketeers omni brands of the year
936,bkn beban org doang cm shrsnya pny kewenangan utk bikin kebijakan dorongan warganya si gubernur nya ya gubernurnya aja nanem pohon plastik tp regardless yuk warga jakarta pk transport udh keren tuh mrt lrt krl tj ntab
937,mrt jakarta min anti polusi
938,woiiii loe buta tuli trans jakarta skrg bagus dr skania program ahok mrt lrt program ahok skrg dpt penghargaan hasil kerja ahok d lakukan junjungan loe bambu mahal bertahan liat simpang semanggi
939,satya dosen kenal eksekutor project bermanfaat orang tol trans sumatera mrt jakarta inland waterways cbl tau ya
940,sekian instagrammable mrt jakarta stasiun asean d h sisingamangaraja mengabadikan detik detik pertemuan armada ratangga meninggalkan jalur
941,makasih ya keluarga nyoba mrt jakarta tidak_perlu hrs nyusul sy bangkok nyobain mrt lanjutkan
942,gua liatin mrt jakarta blok m station indonesiajuara
943,foto lucu daerah jakarta mrt blok a dmn yach
944,pingin deh jakarta nyobain mrt pulang
945,alasan w bawa jaket jakarta naudzubillah panasnya takut masuk angin ac krl mrt busway ok
946,nder pke krl mrt lrt transjakarta klo kuliahnya jakarta ya biar gk nambah polusi anjeng
947,mrt jakarta kedatangan transportasi rel lrt lrt kereta ringan post transportasi lrt jakarta direncanakan beroperasi asian
948,tujuan beli balenciaga fila kawan nya dipake keliling jakarta naek mrt
949,coba mrt jakarta gue kemana aja
950,huhu pengen bgt nyobain mrt jakarta
951,transjak mrt orang lalang jalan malam larut lampu jalan terang tingkat kejahatan jakarta menurun
952,kjp rusun bus sekolah bus tingkat gratis mrt lrt tata kelola trans jakarta rptra jamkesmas pengelolaan banjir lingkungan dll anies baswedan udah ngerjain
953,sehat mrt jakarta men in corpore sano
954,kemarin berjumpa ketua dpp psi id sis tsamaradki stasiun mrt bundaran hi mrt jakarta
955,ciee nyobain mrt jakarta
956,jakarta cfd nyoba mrt udah smerang
957,berita lawas koq dijadiin referensi sumbernya twitter pulak dr bahasanya klo informasinya sebatas perencanaan coba fokus timeline basic design haduh udahlah yah cuy ngabisin gw aje lo ah nir faedah
958,warga jakarta muslim jg membutuhkan sholat berpergian mrt menyempatkan utk ibadah thank you
959,jakarta belum_tau ketemu artis ketemunya politisi minggu taman bapa partai golkar lg yoga taman mrt ketua dpp psi hade tulus ta nico ta hamish ta
960,jakarta hentian bas jalan laluan bas lorong kanan silap sarawak nak dah pembahagi jalan jalan kuching samarahan lrt mrt tu la
961,hahaha tau potensi wisata kek wisata mrt jakarta plis adain tram gunung kidul biar breakfast malioboro dinner tepi pantai
962,team busway mrt keliling jakarta
963,semoga mrt jakarta operasi skrg driverless kayak kl
964,org jakarta nyobain mrt norak bgt w nyobain
965,saudara daerah tidak_bingung diajak ngapain jakarta they are happy enough with try mrt jakarta
966,berusaha objektif berita lha bela anies mrt jakarta muslim muslimah tidak_takut atasan orang membayar
967,sabtu perdana mikha jalan pakai transportasi lg hits jakarta otd deh biar kece berasa turis korea jatiasih mrt jakarta
968,makan kupang lontong jakarta tempatnya stasiun mrt cipete raya dapet info
969,banyakin baca media nasional jngn artikel fb penulisnye buzzer elu telen mentah mentah cuk
970,kali naek mrt jakarta hehehe
971,tunggu aja ya mrt menjangkau wilayah
972,gapapa deh blm nyobain mrt jakarta malaysia udah wkakaka
973,mrt jakarta serasa negeri keren banget
974,uhhh homesick ya main jakarta betah banget liat pantai liat mrt
975,klo penumpang berbusana spt jakarta pd byk naek mrt kali yah tidak_auto ngaceng
976,stasiun lebak bulus lebak bulus stasiun laying ujung selatan jakarta stasiun mrt terintegrasi halte transjakarta halte lebak bulus koridor wisata belanja stasiun transmart poin square
977,w belum_banyak nyicipin mrt metro negara mrt jakarta emang tingkat polusi suaranya dalem gerbong berasa pasar tradisional
978,andai mrt udah dibangun ya ginilah designya jakarta mrt ew line proposal
979,siang mas integrasi informasi transportasi mewujudkan transportasi multimoda terintegrasi jakarta kedatangan moda spt mrt lrt railink belum_ada identitas coba u swadaya
980,transjakarta light rapid transportation lrt commuter line mrt motor mobilitas masyarakat jakarta
981,gw positif thinking aj dah klo jakarta ya busway dn mrt
982,bus trans jakarta tidak_k pke mending bwt provinsi laen mmbutuhkn jakarta dah trlalu bnyk kendaraan dri mrt ampe ojek online
983,kereta mrt jakarta beroperasi kali diresmikan maret catatan performanya
984,pembangunan mrt jakarta ditargetkan mencapai km km jalur tanah km jalur layang
985,kereta bandara rb mrt lrt ktm nya roundtrip mayan spend rb jarak bogor jakarta
986,mantap kalai rute mrt kabupaten tangerang jakarta mah
987,tinggal skrang menetap bandung kondisi masyarakat kondisi cuaca enak bandung jujur fasilitas pelayanan pemerintah enak jakarta ku bandung belum_ada mrt comuter line
988,emang susah orang pake kendaraan pribadi jakarta giliran pake transportasi bingung nya untung aja kartu flash brizzi dll udah ready dompet anak krl mrt tau gw
989,udah ya beli indomyh tu gw bayarin deh airbnb nyeduh gw ngajak berenang ujan adek day berenang sore kalo udah reda trus mendadak scene ganti nuansa ibukota adek day nanya gw jakarta mrt yah kak koq tauk deq
990,waowwww kebayang mrt jakarta jakarta banjir
991,krl mrt lumpuh mrt nutup stasiun banget orang trans jakarta halte trans jakarta rame babget gelap an ya allah tidak_bakal tahan gua
992,pemadaman massal jawa bali ya kabar orang orang mrt jakarta
993,jakarta gabisa mrt heuuu
994,jakarta balck out kaki udh pegel pegel turun stasiun mrt indahnya minggu qu
995,kecewa aama mrt jakarta kembalikan uang jaminan aja rb uang perjalanannya rb tidak_dikembalikan pdhl gajadi karna mati lampu info petugas dibawah refund gimana
996,pagi rajin aris siefdi an senayan keliling jakarta mrt fotoin silau gabisa pose bagus mukanya tablo tidak_kayak gitu aja udah bagus
997,ma transportasi jakarta sdh diperbaiki sdh mrt trans jakarta busway n utk lingkar commuter line sy sdh ok utk tarif parkir jt spt melbourne spy jakarta jd megapolitan city ayo dukung anies
998,tidak_ke jakarta sekalinya jakarta liat mrt pengen anjay
999,seru banget seharian reramean ngider jakarta mrt tranjakarta sekedar pake nge tap jam tangan udah diisiin saldo rb bni jajan mesin gesek atm dideketin jam tangan mesinnya mantap smartwatch bni
1000,jd kesenengan mrt jujur kali loh mrt jkt kalo gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia
1001,plaza blok m langsung mrt jakarta
1002,jakarta berpolusi artis cantik kiki amalia mengurangi polusi udara jakarta
1003,admin stasiun mrt terdekat monas
1004,maaf min mrt bayar pakai e toll mandiri trims
1005,gantungin cantelan tangan taruh jaket gitu biar kayak hamil ntar dpt kursi prioritas deh
1006,min mohon syaa membawa helm gantungkan d mrt tidak_ada menaruh barang
1007,asean tu kalo sabtu minggu sepiiii
1008,siang min nanya stasiun mrt bunderan hi stasiun fatmawati terima kasih
1009,mohon maaf ketidaknyamanannya transjakarta menjaga kebersihan halte bus area transjakarta perihal dinas terkaitnya ditindaklanjuti terima kasih
1010,mohon maaf ketidaknyamanannya transjakarta berusaha meningkatkan pelayanan pelanggan
1011,min tolong dung petugas loket park ride dimodalin uang kembalian kembalian k tidak_ada udah jam bayangin kalo k x motor
1012,jakarta transjakarta kalo turun senayan jcc ape kaga ye jalannye ahaha
1013,permisi mrt jakarta menit ya jadwalnya duty jakarta nih
1014,min stasiun hi tersedia area parkir utk kendaraan pribadi mhn infonya makasih
1015,mempertanggung jawabkan laporkan kronologi buka cctv tukang bohong mempertanggung jawabkan
1016,kasih buktinya denger aj ma tukang hoax
1017,caper tukang sok lapor ya cm customer penjelasan sampe skrng blom dapet penjelasan bukti diliat rekaman cctv klo lisan mendukung
1018,acnya dingin bgt kecilin thx
1019,ac stasiun bendungan hilir mati ya
1020,proposalnya diajukan tim ya mas lihat paparannya logo mrt segi biaya infrastruktur harga pso dibahas jgn kaya lrt palembang
1021,jam operasional stasiun udah gni tidak_usah khawatir nunggu pintu dibuka thx mendengarkan aspirasi
1022,surprisingly i cant wait to go back to jakarta gw kangen kereta mrt ya allah
1023,tetep kalo solusinya emang bagus keliatan dampaknya contoh pas mrt selesai peringkat jakarta salah kota macet turun
1024,selamat siang ka nomor telepon mrt jakarta tidak_bisa dihubungi ya ka terima kasih
1025,stasiun mrt jakarta bagus berasa negeri
1026,jkt pasang cctv penerangan biar malu kencing situ beneran tidak_nyaman klo trans jakarta mrt situ bau pesing pake banget
1027,mrt jakarta bau ih
1028,ga tau jakarta pengen main dufan monas mikirnya mrt hahaha
1029,mrt jakarta bagus
1030,kali naek mrt jakarta hi senayan bagusss
1031,mrt jakarta tuh murah yaa thailand rute aja thb ribuan alhasil karna bertiga kemana ngegrab nyaman duduk harga total
1032,nyobain mrt jakarta nih seru korea membedakan aromanya aja
1033,luvvv makasih berkat mrt jd mandiri gw nyetir he he macetnya jakarta bikin darah
1034,mrt jakarta kayak mrt korea cepet hehee menyenangkan aja line nya ahh kangen korea
1035,if they re gonna build the mrt according to this map transit hub jakarta better ditaro grogol ya drpd dukuh
1036,rlthingy jpo sudirman via mrt senayan sore aja biar langitnya bagus kalo jalan indoor instagramable coba jakarta aquarium neo soho
1037,tersedia musala stasiun mrt jakarta
1038,transjakarta sih hahahaha trs mrt blok m lol explore jakarta akuuu
1039,dohhh yokk biasakan kemana pake transportasi sediakan pemerintah aja itung itung ngurangin kemacetan jakarta gengs jakarta cakep woi krl mrt tj yuk berubah
1040,labschool kebayoran enak sih koridor mrt jakarta asean sedih macet rawamangun kritikan masyarakat disana halte tj persis didepan lrt kelapa gading
1041,mantap teruskan program peremajaan angkutan dki jakarta perluasan jalur bus trans jakarta mrt lrt terintegrasi jaklingko semoga wapres kyai ma ruf amin meneruskan mengkordinasikan pengembangan transportasi dki dgn gubernur
1042,mingguan jakarta ngerasain transportasi publik krl transjakarta mrt kendaraannya sih ok jadwal padat fasilitas penunjang spt trotoar akses pejalan kaki
1043,we are back with william sabandar the ceo of mrt jakarta who will discuss leadership in crisis
1044,bahagianya warga jakarta brangkat maksi mrt baliknya metro trans
1045,tolong buta mrt jakarta gmnsii
1046,qelyan percaya ibukota negara beneran pindah sedangan pembangunan lrt mrt kereta cepat jakarta bandung berlanjut
1047,bebas mati listrik mrt jakarta pembangkit oktober
1048,stasiun terhubung stasiun mrt antarmoda jenis angkutan dki jakarta
1049,jalan jalan muterin jakarta mrt seru
1050,pengen mrt jakarta
1051,sepele macet pastinya jakarta memiliki krl lrt mrt dsb belum_begitu maksimal sumbangsihnya membantu mempersingkat
1052,kuakui mrt jakarta emang spot terbaik kaum pecinta monokrom minimalis minimalis arsitek non arsitek
1053,udah transportasi jakarta loh belom menyentuh wilayah jakarta tetep aja worth to try gitu lohh emang enak banget sih gua tranpsortasi macem mrt krl transjakarta
1054,cerita jd gue bangga banget keliling jakarta public transportations dr krl busway mrt udah gitu gue jalan kaki dr st gondangdia perpusnas bego ngehemat sm emg sok an sih wkwmw
1055,jakarta nyaman aja pakai tj krl mrt tj murah pake kendaraan pribadi ya mobil ya
1056,ganjil genap diperluas alasanya biar menekan angka polusi meningkatkan kulitas udara jakarta tolong diperluas angkutan publik mrt lrt nya daerah jabodetabek belum_kena jangkauan angkutan
1057,and then kalo compare pub transport jakarta unggul kondisi krl mrt tj ya peremajaan
1058,pulang kantor mainnya cipete terima kasih mrt jakarta gue terharu banget hiks
1059,jakarta kualitas kereta bagus mrt lrt nya abis hasil kereta lrt jabo interiornya disitu sedih
1060,mrt jakarta enak yaa tidak_mati aja listriknya
1061,kereta mrt jakarta bau pipis sih
1062,setuju mrt tidak_mencakup wilayah jakarta contoh cakung jaktim akses jalan inspeksi pam sulit mbak angkot susah jarang bgt misti jalan kaki
1063,tau jakarta macet mending mrt busway aja kalo ngindari macet
1064,jakarta dingin stasiun mrt dingin
1065,malam cantik stasiun mrt dukuh
1066,oya iseng nyoba mrt jakarta sayang tidak_bisa sekian cmiiw
1067,properti keren koridor mrt jakarta selatan
1068,donk me time mrt pas jakarta kemaren kali jakarta candu bangeeet pengen kesana
1069,he ehhhh jalan stasiun mrt nya rada tetep menyenangkan kayak jakarta
1070,pt mrt sepakati kerja seoul metro mrt jakarta keren nih
1071,mon maav manusya tinggal jakarta aja belum_rasain mrt
1072,orang jakarta gaada ajakin mrt gt belom
1073,kali menjajal mrt jakarta tidak_menyangka jakarta jalur subway mrt beijing mrt sih tidak_
1074,tau kaki alat transportasi omong kosong membangun mrt lrt trans jakarta commuter line butuh jalan kaki ayo jalan kaki
1075,bau pesing trotoar stasiun mrt diduga ditimbulkan pleh sopir angkutan buang air sembarangan jakarta
1076,jkt transjakarta jakarta kerean taiwan ni jg aplikasi d hp untk mrt
1077,bau pesing trotoar stasiun mrt lebak bulus petugas gabungan lakukan penyemprotan jakarta
1078,kalo mrt menjangkau jakarta differentiation mantap sih
1079,foxtrot stasiun mrt jakarta diambil gratis kak
1080,loket mrt jakarta tidak_dapat isi ulang kartu uang elektronik
1081,tbtb pengen keliling jakarta gitu mrt trus masuk museum kayak nya seru hmm
1082,kereta penat mrt penat mmg xde bakat tinggal jakarta ni
1083,bahagia mengantar turis eropa jalan jalan mrt jakarta
1084,halo br x nih mrt so fun cepat bersih nyaman tapiii aroma nya tidak_enak yaa gerbong nya kaya bau pesing darimana dr ac nya
1085,bangga kali mrt
1086,pasang cctv penerangan biar malu kencing situ beneran tidak_nyaman klo trans jakarta mrt situ bau pesing pake banget
1087,orang suruh kendaraan gini deh kendaraan jakarta tuh hmm aja gitu loh krl penuh nya seampun ampun busway kadang suka bikin telat mrt aja komen mahal ih ya semoga mrt diperluas jalurnya
1088,kangen jakarta kangen masakan rumah kangen sushi tei kangen koi kangen mrt kangen pesantren syabil kangen keluarga huhu
1089,jalan kaki keseharianku sistur brader angkutan favoritkuuu udah canggih parah busway trans jakarta
1090,pacaran kaya gaya anak muda jakarta jaman mrt hahaha love it mrt lebak bulus station
1091,nyobain mrt kaya bau pesing gitu ya
1092,kesan nyaman bersih
1093,halo mimin mrt nih kayaknya parfumnya sedap ya pakenya parfum sih min
1094,hati kehidupan jakarta mudah ditipu trus klo jalan gw saranin lu bus tingkat wkwk gratiss koo lu ntar singgah monas kotu galnas dkk klo buta arah pandai gmaps krn w males nanya org wkwkwk enak krl mrt bepergian
1095,ac nya bau pesing yah kali
1096,keren deh safety ambassador nya ngingetin orang berdiri sebelah kiri eskalator
1097,tolonglah handrail salah desain turun tangga megang handrail ya kepentok mulu
1098,bangga
1099,kak sih keretanya bau pesing bundaran hi tidak_ada pengharum ruangan
1100,cerita jd gue bangga banget keliling jakarta public transportations dr krl busway mrt udah gitu gue jalan kaki dr st gondangdia perpusnas bego ngehemat sm emg sok an sih wkwmw
1101,woooooww kali bundaran hi blok a bagus metro la terima kasih ahok
1102,mrt jakarta enak yaa tidak_mati aja listriknya
1103,kendaraan aja cobaannya ya allah gampang susah peron doang lho mrt tetep tidak_boleh aja buru ngetap antre santainya peron haus
1104,wanita hamil kudu sabar termasup pas lift diserobot mbak mas seger buger kali kebelet jamban
1105,manusiawi sih min utk sampe peron kadang penumpang jalan belum_lg kalo tangga eskalator mati ramai kalo peron baiknya minum larangan makan minum utk kereta aja
1106,dasar rumah kereta arah jakarta arah bogor senengnya ampun cobain mrt jalan kaki keliling galnas jujur senank
1107,keren sempet mikir kalo gua mati jalan gmn keluarnya kyk gini mantull
1108,kemarin jumat jkt nyobain keren banget tidak_kalah sg sayang pintu masuk error station bbrp org petugas security nya relatif ramah jutek but overall great
1109,jd kesenengan mrt jujur kali loh mrt jkt kalo gmn perasaanya takjub bangga happy banget jakarta kuh jakarta indonesia
1110,ah iya mencium bau pesing keberangkatan stasiun bendungan hilir arah bundaran hi kereta nomor
1111,iya gue bingung mrt bau pesing
1112,gi masuk bau pesing kupikir doang tp penumpang sebelah mengeluh
1113,kyknya emang cairan pembersih alat nya mesti diganti deh min udh bbrp kali mrt ujicoba sampe minggu baunya
1114,nikmat nya mrt jalan km meeting sehat bener ya tuntaskan langkah
1115,warga selatan jakarta kelewatan mrt nda mrt aja ta bagus sepi amaattt
1116,kali mrt jakarta tau orang orang mrt jakarta keren banget kaya jepang singapore dll
1117,nyaman sekalinya pulang kerja langsung mewek kejepit maaaak
1118,coba deh nyaman kak
1119,kmrn mrt speakernya volumenya kenceng bgt bikin sakit kuping mohon review
1120,jogja jakarta pengen mrt eheheheh
1121,maintenance eskalator stasiun senayan banget yaa kaya minggu tidak_beres hmm
1122,hai mesin tap banget ya responsnya error stasiun pakai e money
1123,dear terima kasih layanan masyarakat kenyamanan transportasi bersih cepat mohon maap proses beli tiketnya banget ya ngantrinya kali orang menit mah
1124,selamat pagi selamat menjalankan aktivitas mrt jakarta keren banget sarana prasarananya bersih aman nyaman tidak_perlu ketempat tujuan
1125,mrt bunderan hi trus pas top up kartu mrt banget layanannya antrian ac tidak_ada panas banget sesak orang tolong perbaiki ya layanannya sayang bgt mrt idola layanan buruk
1126,seriusan mrt mending pakai uang elektronik bank brizzi e money flazz pakai kartu pakai sumpah banget antreenya
1127,jelek mrt gate ngetap kartunya tidak_responsif banget antrian kalah dibandingkan krl busway transjakarta
