,tweet
627,naik mrt terus lanjut tj benar perwujudan ada harga ada rupa tetep sih dua duanya oke dan jakarta patut optimis karena selama ada kemauan maka permasalahan seberat sistem transport umum ruwet pun lama lama bisa selesai dengan baik dan dinikmati orang banyak kerja kerja kerja 
628,naik mempersingkat waktu tempuh pergi ke daerah jakarta selatan naik mempermudah pergi ke daerah kelapa gading naik transjakarta mempermudah akses ke seluruh penjuru jakarta dan sekitarnya 
629,haloooo kakak perkenalkan kami akun resmi warga jakarta yg peduli mrt jakarta jika ada info dr teman pengguna tentang kondii kegiatan ataupun update saat mengunakan mrt bs info kami yah terima kasih 
630,akun resmi warga jakarta yg peduli mrt jakarta 
631, sketsai biasanya di pojokan daerah priority seat tapi ada juga gerbong yang tidak_ada priority seatnya pesing di pojokan mungkin sejenis chemical yang dipakai gerbong 
632, sketsai cleaning solution right aku pernah tanya sama petugas bau mirip pesing ini bau cleaning solution yang dipakai 
633, hi min td sy naik mrt dari sta dukuh atas ke blok m beli tiket di loket kena tarif rb nah yg bikin sy bingung pulangnya dari blok m ke dukuh atas sy kena tarif rb kok beda yak emang tarif dg jarak yg sama bs beda gt mhn penjelasannya tkiuu
634,hmmm ini kadang mrt suka bau pesing aneh gitu ya aroma apakah ini 
635, transjakarta jkt akhirnya kencing di halte tirtayasa dan sama mengenaskan juga kondisi toiletnya dear transjakarta sepertinya kalian harus belajar banyak dari and also ganti lirik transportasi kelas dunia di jinggle kalian doesn t look good on ya 
636,appreciation tweet for karena satpamnya menegur ibu yg minum air mineral di kereta this means he really does his job goodlyyy wooow 
637, gw jg udah x pas ngetap keluar malah error disuruh ngetap lg malah saldo kesedot double saksi 
638, p gimana tidak_kzl ya uang aing rebu baliknya harusnya 
639, transjakarta kalo emang pengen orang beralih ke transportasi umum yang serius dong frekuensinya diperbanyak dan waktu operasinya diperpanjang jangan setengah setengah gini
640, keren banget animasinya menggemaskan dan menarik perhatian banget tapi juga padat informasi dan menjelaskan dengan baik salut untuk tim penyusun video ini 
641, transjakarta wah mantap dari blok m sekarang sudah bisa kemana saran aja min tolong diadakan feeder dari st bundaran hi langsung ke st gambir dan st senen sehingga tidak_perlu repot transit di halte monas cukup menyusahkan jika membawa barang banyak kalau transit
642,mau konfirmasi aja ke benarkah ada larangan untuk foto foto pribadi bukan komersial di dalam stasiun mrt kok saya tadi ditegur security 
643,bisa kali min bikin tiket bulanan tahunan dengan harga terjangkau biar makin banyak yg naik dan yg tiap hari naik jadi lebih hemat 
644,masinis nya mrt pagi ini mba mba cantik keren 
645,mantab mudah mudahan akan segera banyak jalur mrt di jakarta 
646, pagi min oo iya min napa di stasiun mrt senayan kok tidak_ada eskalator nya dan tidak_di buat yg keluar arah kemendikbud tq min 
647, biarpun sdh ada tertera peraturan nya tp tetap saja msh ada yg melanggar terkadang security jg tidak_mau memberi teguran mungkin takut penumpang tersinggung mrt the best deh pokoknya 
648,di lihat dr blueprint mrt banyak jalur yg akan di bangun tapi knapa tidak_ada yg lewat kawasan wisata spt ragunan dan tmii ragunan itu padat banget kl liburan membuat macet harusnya mrt ke sana 
649,terima kasih utk petugas kebersihan yg nyapa selamat malam padahal dia lg sibuk ngelap mesin tap di hilang sdh capek lembur 
650, agak kecewa soalnya jalan antara stasiun lebak bulus sama parkiran park ride bau pesing didiemin aja sama 
651, mrt phase dan lrt kapan selesainya ya kl pembangunan public transportationnya cepat selesai dan semua interconnected dgn baik kan warga jkt jg tidak_tllu mengandalkan kendaraan bermotor min 
652,ya allah musholla senayan kecil amat yak
653, mohon izin mau ngasih masukan saya perhatikan di stasiun istora yang masuknya dari polda itu standar pengecekan di securitynya berubah ubah kadang ada yang jaga kadang tidak_kadang dipindai kadang tidak_apa tidak_sebaiknya dibikin standar ya sop nya 
654,musala di stasiun lebak bulus sempit banget 
655, ini pegawai mrt bisa dipastikan semuanya naik kendaraan umum ke kantor 
656,baru naik dari senayan eh tahu sdh sampai hi keren
657,berharap suatu saat nanti halte transjakarta lebih nyaman seperti stasiun 
658, tadi malam saya naik mrt dr lb bulus grab tercium aroma pesing di gerbongnya kirain hanya di trotoar yg nuju lampu merah ps jumat aja yg bau ada bbrp bagian trotoarnya itu yg gelap tolong ditambahin lampu ya 
659,baru ngeh juga tiket mrt hanya bs dibeli pake cash di ticket machine nya jg gada slot buat kartu sayang sekaliii dan di stasiun lebak bulus tidak_ada atm sama skali hiksu ini standar stasiun ya 
660, jkt mohon bantuannya untuk pedestrian dari park ride menuju lebak bulus grab mrt diperhatikan bau banget pak buu bau toilet 
661, escalator naik stasiun benhil exit jalan sudirman tiba mati banyak orang kaget pas udah ditengah escalator
662, ada lajur antrian di tiap sisi seperti di jepang mungkin perlu dijelaskan cara antrinya pasang gambar aja biar nanti kalau penumpang mrt makin ramai antriannya terap tertib
663,beruntung banget bisa punya fasilitas kayak mrt di jakarta tidak_sabar rute tangsel selesai cc 
664,pagi masa tidak_ada improve nya sih dgn keterlambatan commuter line coba dong contoh yg sdh ontime apalagi yg rute ke bekasi sudah double double track loh dr jatibegara ke cakung masa tidak_adjust waktu tempuhnya apa ada yg slh dgn sistem personalnya 
665, ini masak tiap mo nasuk stasiun berhenti mulu sik min lebih lama lg dr biasanya kok tidak_bener jg sih minn andai deket rumah udh mending naik itu dahh
666,kuturun cipete emang cuma buat pagi sore sih terimakasih telah mempererat persaudaraanku dengan pagi sore 
667,ayo aku dukung untuk memperluas jangkauannya hingga wilayah wilayah suburban supaya pelayanan transportasi publik bisa lebih menghargai waktu dan tenaga kelas pekerja 
668,sudah dua hari berturut turut naik mrt yang kinclong sampai ke kolong salut keep it up 
669, asiiik berarti pake kartu bca flazz yg biasa dipake utk busway udah bisa di pake utk mrt kan min 
670,gimana ni masa di luar negri bisa disini gabisa 
671, keterlaluan yang bener bukan tidak_boleh minum tapi jangan buang sampah sembarangan org kemarin byk hbs lari pd minum security tai
672,entah apa hidungku yg salah kok kabin spt bau pesing ya 
673, dan saya denger setiap kesalahan gaji mereka dipotong miris saya mah apakah setiap mereka berbuat kebenaran gaji mereka akan dinaikin tolong jawab 
674, kenapa deee pengumuman dalam keretanya gede bangettt pengumumannya udh kayak tereakin penumpang 
675,udah seneng tadinya denger info kalo kartu paywave contactless card bisa dipake di mrt taunya tidak_jadi seneng kalo itu di baru bisa dipake mrt sg jadi kapan ini bisa pake contactless paywave nya visa sayang banget teknologinya
676,dear kereta pertama menuju hi di gerbong pertama tetep ye bau nya tidak_enak aromanya tidak_fresh gitu kenapa yee 
677,alangkah nyaman nya kalo di stasiun mrt ada atm dari bank yg e wallet nya bisa buat bayar tiket 
678, atap pun tak ada ntar musim hujan bakal repot
679, transjakarta kalo turun di stasiun mrt fatmawati trus nyambung d ke cinere dengan harga ribu sepertinya kemahalan ya
680, iya kaya bau pesing gitu tiap pagi sama kereta sore ke malam juga bau kenapa ya admin 
681, sering kali memang baunya tidak_segar kayak bau basi mungkin kualitas air atau penggunaan berkali tanpa penggantian baik buat lantai dan bagian lain
682, saya pengguna reguler dihampir semua jadwal dan baunya selalu bau basi jadi bukan sekali dua kali
683, transjakarta itu akibat cari toilet susah sekali ada toilet susah parkirnya 
684,adakah pengguna yg lain yg merasa kalo bau di rangkaian mrt seperti bau pesing ato cuma saya aja ya yg hidungnya terlalu sensitif ntah kenapa saya merasa bau nya kurang sedap ntah bau karbolnya atau apa gitu saya kurang tau juga menurut pendapat saya ya
685,naik moda transportasi modern keren deh pokok nya 
686, tolong disediakan atm dong di stasiun susah bgt niy mau narik uang cash 
687, barusan di gerbong ada bekas pipis nih bau tp y gt karna pas di lebak bulus g di cek up kebersihannya dulu jd ada orang yg g sengaja duduk dsitu akhirnya pdhl aq dah bilangin awas basah tolong dong dibersihin
688, saya gtw itu tiap hari atau tidak_makanya saya minta klarifikasi dari kalau memang sop nya seperti itu saya terima dan saya naik moda transportasi lain yang saya tekankan itu saya minta klarifikasi bukan cari kesalahan orang lain 
689, saya juga merasakan hal yang sama mas kemarin ketika naik dari stasiun dukuh atas bni ke stasiun istora mandiri pun mrt dr arah sebaliknya saya kira awalnya ada toilet di dalam rangkaian mrt tapi mungkin aroma dari pengaharumnya kali ya
690, naik angkutan umum yuk pak bukan ojeg dan taxi online terus jalan kaki nikmati panas hujan dan polusi asyik rame dan seru naik angkot transjakarta segera menyusul ada kurangi menggunakan kendaraan pribadi mobil motor 
691, semenjak ada dirimu dunia terasa indahnya 
692, id hai mimin family mart mrt benhil acnya tidak_nyala nih sumpek banget di dalem mohon diperbaiki ya
693, ontime pake banget naek mrt 
694, ada baiknya himbauan tidak_mengangkat menelpon saat di dalam mrt dilakukan pa nya saja sdh berisik kalau ada penumoang spt bapak yg direkaman diatas akan jadi polusi suara sangat tidak_nyaman 
695, ini gerbong mrt pertama untuk k kok seperti bau pesing ya bisa dibantu untuk pengecekannya saat ini memasuki istora mandiri thx
696, sore ini di stasiun istora mandiri ada kejadian yang sama pengendara sepeda lipat minum air di peron tanpa rasa bersalah peraturan dibuat agar dilecehkan 
697, ruwet begini hampir setiap hari di bawah st mrt fatmawati apakah lahan mangkrak eks showroom sebelah bpjs tk tidak_bisa dibuka khusus untuk lokasi penjemputan taksol ojol penumpang jd tidak_di p an di stasiun lain selalu ada jalur cerukan kec fatmawati pdhl ramai jemputan 
698,tiap hari rutin naik pnasaran sama promo fore coffee idr dg tunjukkan tiket single trip struk pmbelian isi ulang promonya benar ada dpt redeem gift voucher di apps fore coffee mantul sering adain promo loyalty bgini biar makin rajin naik mrt 
699, transjakarta ini rute dari tempat parkir ke stasiun mrt lebak bulus memang bau pesingnya parah sekali mungki krn disitu tempat ngetem angkot juga lebih baik sediakan toilet umum saja buat para sopir angkot itu 
700,kondisi mrt sepi dan kosong tidak_ada yg berdiri maupun terganggu posisi helm saya gantungkan d depan saya 
701, cuma kepikiran aja sih cuma ini kan di indonesia ya alangkah baiknya kalau petunjuk arah atau signage nya dibuat ada yg bahasa indonesia jg misal di lift sbg bentuk kecintaan thd bahasa indonesia cuma kepikiran aja kok tp 
702, id sy sudah daftar dr hari kamis minggu lalu sampai skrg tidak_ada balasan email atau apapun jadinya gmn ya acara ini 
703, memang baunya sangat menyengat dan membuat sesak napas
704,yaa rabb enak bat ngerasain tugu tani ke lebak bulus jam transjakarta 
705, ternyata penumpang minum di peron mrt lebak bulus tidak_apa aturan hanya untuk di langgar penumpang tersebut tidak_kena denda rupiah
706, aku suka naik angkutan umum sayangnya karena tempatku skrg dipinggir jakarta jadi hrs ganti angkutan beberapa kali yang paling tidak_nyaman ya naik angkot yg pengemudinya sering kali ugal an dijalan paling nyaman pakai transjakarta dan 
707,bodoh sih kalo komplein ttg bau pesing tapi yg dibersihkan hanya sampah fisik pak mohon sangat utk dibantu masih daerah rumah bapak jg baunya sdh sangat sangat menggangu pejalan kaki sudah sejak bln komplain 
708, baru tadi nyobain mrt ternyata indah juga semangaaaat buat para petugasnya yaa 
709, akhirnya tadi pagi tidak_ambil tiket karena mesin parkir tidak_bs kebuka petugas parkirpun tidak_ada di lokasi 
710, terima kasih hanya update sampai hari ini masih belum_ada progress sepanjang pedestrian dari park and ride sampai masuk ke lebakbulus grab aromanya sangat tidak_nyaman terimakasih
711, kalo rencana diperpanjang sampe bsd direalisasikan makin mantap
712, sekalian ditambah park n ridenya satu lagi card reader bisa dipercepat tidak_waktunya utk tap in out td nyoba pake flazz agak lama ya itu aja point hasil review tadi thanks 
713,baru sempet nyoba mrt hari ini overall mantep lah sesuai ekspektasi sebuah metro mass rapid tapi ada bbrp minor yg perlu ditambah diperbaiki 
714, pas beli tiket juga di mbak loket dia mesin yg nge write rfid kartunya lama itu gue rasa algoritma mesinnya aja yg beribet deh jadi tidak_efisien atau servernya yg kurang bagus jadi ngeproses datanya lama 
715,gate in masih belum_bagus ya sudah tap in atau belum_kadang tidak_jelas 
716,katanya millenials anak gaul jakarta tp nunggu yg turun dulu pas naik mrt aja tidak_tau mon maap tidak_tahan buat nyiyir 
717,enaknya punya kantor dekat stasiun mrt kamu bisa lari di gbk dengan akses yang cepat dan mudah dari intiland tower jakarta kamu tinggal naik mrt dari stasiun benhil yang berada persis di depan gedung lalu turun di stasiun istora 
718,naik mrt jam segi ini enak banget dari fatmawati sampai halte asean bisa liat langit sore jakarta
719,intip keseruan para pemain gundala naik mrt jakarta 
720,ku kalo maen ke jakarta juga lebih sering naik transportasi umum lebih praktis motor tinggal dititipin di stasiun pergi naik krl ntar bisa sambung pake busway ato tidak_mrt cepet nyaman dan murah 
721,nikmat nya naik mrt lalu jalan km menuju tempat meeting sehat bener ya tuntaskan langkah hari ini 
722,anda warga selatan jakarta yg kelewatan mrt nda mau naik mrt aja ta bagus begini sepi amaattt 
723,pertama kali naik mrt jakarta mau tau saja yang katanya orang orang mrt jakarta itu keren banget kaya yang di jepang singapore dll saya naik nya dari mrt bundaran hi station di 
724,yuk mari dukung kurangi polusi jakarta dengan naik kendaraan umum kendaraan umum juga nyaman krl mrt lrt brt 
725,tiap naik mrt selalu ada yang cakep hem apakah ini kualitas kota administratif jakarta selatan 
726, inget nder jakarta udah makin polusi ngadatenya naik mrt aja
727,sebenernya sih udah banyak banget jakartans yang pake public transportation setiap naik mrt juga bukannya sepi rame rame aja krl sama tj pun sama jadi kadang penasaran aja sebanyak apa sih orang yang tinggal di jakarta sepadat itu ya sampe jalanan masih aja penuh 
728,wara wiri naik mrt pakai lyfewatch tapcash bni dari gelang sport itu kita tinggal tap dan keliling jakarta quickpose 
729, halo saya orang pinggiran jakarta tangerang selatan yg kerjanya di jakarta dan tiap hari naik transum di jakarta so i wrote about what i know karena saya tau bahwa transum di jakarta udah bagus tj krl mrt tp masih sangat banyak yg naik kendaraan pribadi 
730, cari rute paling jauh dan paling asik buat ke museum museum di jakarta misal ke museum nasional naik kereta terus naik mrt terus naik busway dari museum nasional ke museum museum yg lain naik city bus tour
731, naik sepeda atau becak aja bebas polusi udara jakarta tanpa moto mobil kereta mrt krl pesawat buang ke laut
732,naik mrt jakarta aja belom pernah ini udah naik mrt bangkok aja 
733,coba para pejabat yg ada di jakarta semuanya cobain naik transportasi umum memberikan contoh sekaligus ngerasain kualitas transportasi umum di jkt kayak gimana berangkat rapatnya naik tj mrt krl jgn naik mobil dinas dikawal polisi bulan deh cobain
734, rl gengs naik mrt jakarta pake kartu apa kartu e money biasa bisa tidak_sih atau ada kartu khusus 
735, tp di bekasi dari jaman pemerintahan sebelumnya udah ada transjakarta untuk ke jakarta kok walau cuma dari sumarecon dan harapan indah sisanya ya klo mau ke jakarta naik krl doain aja proyek mrt di bekasi segera selesai walau cuma stasiun
736,sehappy ituu akhirnya bs kembali nyetir di jakarta terlebih ada tol yang hanya km dr rumah kalau pas lg tanggal ganjil tinggal cus naik mrt yang juga terjangkau dr rumah yays 
737, ya tp bs jd sumber polusi dong gabs dipungkirin kl mereka jg salah satu penyebab kemacetan kenapa gamau krn angkutan umum di jakarta msh kurang memadai dr segi fasilitas kenapa pamer naik mrt krn bangga sm jakarta udh bs maju kedepan 
738,sedangkan di jakarta cukup tap kartu e money mau transjakarta mrt krl bahkan katanya bisa buat naik jaklingko angkot 
739, yaudah sih tinggal naik mrt atau transjkt gaada yg mesti dikagetin dan diheranin demi kebaikan bersama kasian udara jakarta udh kotor bgt an drpd kalian kena penyakit paru 
740,sering kepikiran bisa kerja diluar kota jakarta misalnya tiap hari pulang pergi ngantor naik mrt atau krl tapi masih takut buat mulainya atau langkah awal resign dikantor yg udah thn ngasih nafkah
741,harusnya jakarta eh lebih tepatnya indonesia deh yaa majuin transportasi kenapa kmrn jalan di singapore pake kendaraan umum bis dan mrt itu sangat amat nyaman loh bahkan jalan km aja gua jabanin yang biasanya di bekaseh gua ke alfamart aja naik motor
742, jakarta gw sih setuju banget kalo naik transportasi umum macam mrt busway yang penting tertib bang khususnya yg di wilayah dki jakarta ya semoga lrt cepat jadi juga biar the jak yang di luar wilayah dki jakarta bisa nikmatin juga 
743,lama lama tidak_seberapa bgt capeknya perintilan beli tiket turun tangga naik mrt busway dibandingin macetnya jakarta 
744, khusus gua yg kuliah antar provinsi jakarta banten akses ke kampus lebih nyaman naik motor kenapa pertama kalo naik mrt itu rutenya kudu naik kereta arah sudirman terus nyambung mrt arah lebak bulus terus nyambung lagi naik angkot ojol jurusan ciputat
745,naik mrt di jakarta setiap hari jadi mimpi jogja solo ada mrt 
746,enak nih naik sepeda keliling jakarta sekaligus meng integrasikan semua public transport mulai dari sepeda dari kemudian naik pt transjakarta lanjut krl mrt lrt saat 
747,coba untuk mengurangi polusi jakarta itu artes artes mobilnya tidak_usah banyak kalau suting dekat naik saja mrt lah lanjut tj kan bisaaaa
748,ya emang sih gue kalo ke kantor masih naik motor cuman kalau naik umum sama aja dari stasiun ke kantor sama aja jaraknya dari rumah ke kantor sebisa mungkin gue kalo ke arah jakarta pake transjak atau mrt pasti yang lain ngeluh ngeluh aja tapi kemana mana males naik umum 
749,ada tidak_si yg abis an mau jalan sm aku gitu keliling jakarta naik mrt bosen di rmh aaaa
750,di jakarta berasa jadi nyonya tidak_enak bet dah kemana harus dianter sopir gk boleh naik krl mrt bahkan ojol gk boleh kebacut 
751,mencoba naik mrt jakarta 
752,asap asep asap asep koentjinya adalah kesejahteraan tiap daerah tidak_merata perbandingan gaji di jakarta sama di daerah anjlok bgt udahan yuk naik mobilnya ke kantor kalo cuma sendirian doang mah public transport udah banyak pilihan krl mrt busway ojol bisa koook
753, wkwkwk iyaa dipanggil elder orangnya ramah tanya udah lama di jakarta pernah naik mrt nanti turun di mana gitu bahkan gerejanya di sebelah smaku wkwkwk
754, rmm dirut tj dan mrt naek angkutan umum kok yang tj naek mrt jakarta satunya naek kci dulu mungkin sekarang naik mrt juga 
755,yuk naik mrt jakarta dan jngn lupa simpan single trip ticket juga struk pembelian tiketmu trn di stasiun cipete raya mampir ke outlet nasi jeruk tanggal tua dan dapatkan gratis kopi lima detik untuk setiap pembelian menu njtt periode promo hingga agustus 
756, bahkan sekali pun naik mrt jakarta belum_pernah 
757,naik mrt jam segini ngeliat muka penumpangnya capek semua hft jakarta sekeras ini yaah 
758,biar kekinian kayak anak anak jakarta bodjo juga gakmau ketinggalan buat nyobaik naik mrt jakarta nih tapi kali ini seru banget karna sambil nyanyi nyanyi wohooo nonton selengkapnya disini 
759,pgen naik mrt lagi tpi jakarta timur tidak_ad mrt huhuhu trpaksa naik grap dri halim ke balai sarbini 
760,udara di dki jakarta buruk kata jk beralih ke transportasi umum pak brt itu bahan bakarnya diesel biodiesel brt nyebarin polusi udara keliling jakarta jam non stop mrt rute sedikit sementara yang biasa naik kendaraan pribadi adalah commuter 
761, tidak_kantorku khan jakarta timur tidak_dilewati mrt atau lrt paling deket ke stasiun pasar minggu aku udah nyobain semua masih sepi dan bukan pilihan alternatif karena biayanya mahal p aku naik busway ke blok m naik mrt 
762,ngelihat jakarta yg gini bgt grey sky nya jd inget a beautiful jogja sky and its merapi during my years before skrg kalo ke arah area ber mrt langsung maunya naik mrt instead of car 
763, kl di jakarta aku jalan jalan di jalan protokol dr sarinah ke hi trys naik mrt ke senayan jalan jalan deh ke sanaehehe
764,hari ini pertama kali naik busway mrt dan goride di jakarta mamah anakmu bangga sekali
765, kalo bego jangn dipiara cong bikin msikin aja mending piara sapi or kambing jadi duit cong apalagi lebaran haji harga naik cong bisa buat piknik ke jakarta naik mrt lo mesti belum_pernah naik mrt kan ckfkxkxk
766,ini tidak_ada yg mau ajak aku ke jakarta apa ya ku ingin naik mrt 
767,yah pak warga jakarta bejibun yg naik kendaraan pribadi msh byk bgt pak asli deh pak daerah selatan msh macet meski udah ada mrt ama transjakarta busway 
768,ini adalah banyaknya orang yang menggunakan mrt jakarta pas hut jakarta ke bayangin aja ada segitu banyak orang yang berkontribusi untuk naik moda transportasi umum demi jakarta yang lebih lengang mantap 
769,wisatawan aja naik mrt lrt dan jakarta city tour di jakarta sambil nikmatin nuansa kota tua bareng yg tercinta dan tersayang bagian 
770,abis muterin jakarta naik turun mrt sampe dibilang bau matahari y thx ibu
771,wisatawan aja naik mrt lrt dan jakarta city tour di jakarta sambil nikmatin nuansa kota tua bareng yg tercinta dan tersayang bagian 
772, depok jakarta motor bensin ron rb bisa buat minimal hari pp kombinasi ojol krl mrt sekitar rb hari pp dengan waktu tempuh perjalanan x lipat lebih cape naik motor tapi ini ngomongin ekonomis kan hehe
773,pengen ngablu sendirian keliling jakarta eeh lupa bawa flash kan susyah kalau kudu ngantri dulu mau naik mrt
774,polusinya makin aja jakarta ayolah apda naik mrt apa tidak_busway apa tidak_transportasi umum naikiin gojek atau ojek pengkolan gausa bawa mobil sendiri atau motor sendiri laa kasian anak anak kecil kasian yang punya asma atau gangguan lainnya 
775, selama penduduk jakarta tidak_gengsi untuk naik kendaraan umum dan pemerintah intensif untuk terus mengembangkan tj krl mrt lrt dsb pasti polusi bisa ditekan
776,anak jakarta lgi hemat life naik pesawat naik grab ribu tapi sejam nyampe atau ribu ka bandara ribu mrt ribu grab senayan kos tapi ditempuh jam 
777,ternyata eskalator mrt jakarta disetel naik vs turun sesuai jam ngantor dg asumsi selatan adalah tujuan massa saat jam pulang kantor lah hamba ini jadinya kudu meniti naik anak tangga alon alon kelakon wae krn eskalator di st layang cipete disetel turun 
778,kurang afdol rasanya kalo sudah sampai ibu kota tidak_naik mrt dan ke bundaran hi ingin merasakan macetnya jakarta bundaran hi jakarta 
779, hari yg lalu norak bgt naik mrt thanks untuk teman ku billah dan elita yg telah mewujudkan mimpi naik mrt maaf ku telat menikamti fasilitas di jakarta
780,kemarin seharian keliling jakarta menggunakan transportasi umum naik krl kemudian mrt diselipkan ojek online di tengahnya bila perlu rasanya waktu bepergian lebih bisa diprediksi ketimbang membawa mobil sendiri 
781,rindu mengelilingi jakarta depok bogor naik kereta mrt busway hoho berasa dipedalaman
782,cita cita naik mrt jakarta 
783, era pak anies mmg banyak dilakukan integrasi antar moda angkutan ini sesuatu hal yg sgt penting yg tinggal di bintaro bsd dijemput royal trans untuk naik mrt ke jakarta pusat 
784, jalan sama adek sama sepupu naik mrt trans jakarta gitu itu lagi di stasiun jakarta kota w
785, ayo main jakarta ntar naik mrt sampe mabok
786, saia th tinggal di jakarta belom pernah naik mrt dong 
787,teka teki teka teko kenapa penumpang di bawah usia yang naik mrt trans jakarta commuter line yang duduk hampir tertidur a abis siskamling b abis lembur c baru punya baby jadi begadang mulu d ngarab sugab e lainnya silahkan isi trims
788,bm ke jakarta dan naik mrt 
789,naik mrt di negara orang pede aja giliran naik mrt di jakarta buat pertama kali canggung 
790,ini dia peta rute mrt jakarta masa depan pembangunan mrt jakarta hingga ditargetkan mencapai km terdiri dari km jalur bawah tanah dan km jalur layang tidak_sabar pengen nyobain keliling jakarta naik mrt 
791, jasa sewa pacarnya bu bisa diajak muter jakarta naik tj mrt angkot bajaj sesuka ibu aja mau kencan model kek mana bisa bu di order
792,jadi cerita dulu aku dari jakarta timur naik gojek ke jakarta pusat karna aku belom tau rutenya wkwkwk terus aku berhenti di stasiun mrt bundaran hi disebrangnya ada halte busway transjakarta tepatnya disebelah utara bundaran hi
793, gue tinggal di jakarta tapi tidak_pernah naik mrt 
794,weekend tiba saatnya liburan buat kamu yang ingin jalan jalan dengan naik mrt tapi bingung mau kemana ini dia beberapa rekomendasi tempat wisata sekitar jakarta yang bisa kamu jangkau dengan menggunakan mrt 
795,udah ky di ln nih jakarta ngantor naik mrt dr stasiun jalan kaki mantaap
796,pernah nonton youtube jalan jalan keluar negeri yang mereka kemanapun mudah karena naik transportasi publik 
797, ya sok cepet beresin skripsinya nanti main ke jakarta aku ajak naik mrt haha 
798,sungguh salut buat yg kerja di jabodetabek tp pulang dan perginya naik angkutan umum re krl busway mrt apa pun lah apalagi yg rumahnya di ujung dunia bekasi kerjanya di belahan barat jakarta ya pokoknya yg ujung ke ujung kalian super sekali 
799,mikir di jakarta apa cuma aku yg belom naik mrt duh aku tidak_gaul 
800, penumpang naik mrt jakarta per hari pasca bulan beroperasi 
801, naik krl jurusan jakarta kota turun di st manggarai trus transit kereta yang arah sudirman angke duri jatinegara trus turun di st sudirman jalan kaki dikit trus naik mrt dukuh atas naik jurusan lebak bulus grab trus turun di blok m 
802, iya kannn aduh macetnya ampun an deh jakarta alhamdulillah ada mrt hehe 
803,a lot more people taking mrt for going to kondangan looks promising jakarta 
804, ambu an ke jakarta kan nanti naik mrt 
805, batik nusantara akan bawa misi perdamaian dunia bertempat di stasiun mrt bundaran hi jakarta kamis agustus presiden ri joko widodo untuk pertama kalinya menorehankan 
806,kawasan kota tua salah satu objek wisata favorit di jakarta mau ke sini gampang banget bisa memanfaatkan layanan krl commuter line atau transjakarta bisa juga menggunakan mrt turun di bundaran hi tapi lanjut lagi pakai transjakarta happy 
807,ya udah lama tidak_naik transportasi umu jakarta sepertinya memang lebih baik armada pengangkutnya tj baru mrt krl masi mbleber sih dan belom pernah naek lagi 
808, beresin kemacetan jakarta lebih mudah dilakukan koordinasi kalau gubernurnya mampu tidak_seperti gubernur yg sekarang selain itu perlu dicamkan jokowi memutuskan pembangunan mrt sewaktu masih jd gubernur sebagai solusi nyata mengurangi kemacetan gmn dgn wan abud nol 
809,yang perlu teman ketahui sebelum naik 
810, abi mrt jakarta adalah sejarah panjang mulai digagas tahun dan diselesaikan di era anies btw ahoknya dmn ya 
811, iya tp concerns publik pasti di jakarta dan juga sbnrnya peminat krl itu banyak bgt selain peran pemerintah nyediain transport public harusnya pemerintah jg harus menjamin keamanannya juga naik bus kurang menjamin tp murah mrt tarif tidak_mendukung
812,aku ni drdl gaberimpian di jkt krn dr kecil br keluar rmh tante udh macet lingkungan tidak_sehat tp ak yg drdlu berimpian kesana kemari naik commuter kereta jalan kek di jepang dn luar negri baru jakarta di indo yg sejauh ini fasilitas transportnya sesuai sama aku krl mrt 
813,sabtu sore gini di jakarta enaknya ngapain ya a jalan dan kuliner di mall b naik gunung ke bogor c keliling jakarta pake mrt 
814, pft gini aja kagak nyambung baru keluar dari goa gw kemana kalo di jakarta kalo tidak_krl transjakarta dan sekarang ada mrt udah enak banget kemana pake itu kalo lagi males jalan ke halte dan stasiun naik ojek dl 
815, bikin kereta cepat jakarta bandung biar cepat ke jakarta pas jadi ibukotanya udah di pindah investasi lrt mrt jalan tol layang yang pasti puluhan tahun balik modal itu buat apa semua kalau ibukotanya sepi dodol kan 
816, bagaimana kalau mulai membangun mrt antar jakarta dgn botabek jg 
817,radar bogor jakarta diguncang gempa mrt sempat berhenti lalu normal kembali jakarta radar b 
818,jakarta diguncang gempa mrt sempat berhenti lalu normal kembali 
819,saya jakarta mau pindah ya lu iya bang saya knpa lu macet dan lain lah saya wah nanti yang menikmati orang asing lah ya seperti mrt dan lain yang sedang di bangun
820, pasca gempa banten mrt cek infrastruktur jalur bawah tanah pt mrt jakarta melak 
821, gempa jumat malam sempat hentikan layanan mrt jakarta 
822,jadi semalem ada yg nitip review ke gue clay hotel jakarta deket sama st sudirman dan mrt sudirman jd gampang lah ya masih kejangkau sama kendaraan umum juga soalnya ink hoteknya dr luar agak kecil dan parkirannya sempit 
823, jakarta gunakan transportasi publik trans jkt mrt krl stop nyebat dulu di stadion kurangi penggunaan plastik straw botol plastik bawa wadah minum sendiri dari rumah dan mau masuk stadion biar tidak_nuangin aer ke plastik pas otw stadion gausah maenan rf smoke bomb
824, trafi mbak dia udah kerjasama sama transjakarta jadi kita bisa selalu tau lokasi bus sedang di mana krl mrt jaklingko angkot luar jakarta tangerang bekasi bogor bus biasa semua ada di app nya jadi sangat membantu 
825,jangan sampe ada yang kena tsunami deh apalagi jakarta blom pernah naek mrt soalnya ke comedymarkette apalagi
826,operasional dihentikan smtra gegara gempa stasiun mrt blok m in jakarta selatan dki jakarta 
