,Tweet,Hasil Preprocessing,Positif,Negatif,Sentimen,Numbered Sentimen
612,Ini MRT Jakarta speed nya masih beta apa emang lambat sih?,mrt jakarta speed nya beta emang lambat sih,0,1,negatif,0
613,"@AtomicDz_ @rifandaputri ituu dia, pemerintah jakarta belum bisa memberikan trust terkait transportasi umum , but kereta , mrt itu udah cuku better banget sih, kalau soal kendaraan sih ya gw kurang tau menau keknya itu segitu jumlah kendaraan pemilik aja deh ga dipake semua segitu dijakarta",ituu pemerintah jakarta belum_bisa trust terkait transportasi but kereta mrt udah cuku better banget sih kendaraan sih ya gw tau menau keknya segitu kendaraan pemilik aja deh tidak_dipake segitu dijakarta,0,1,negatif,0
614,"@tubirfess teruntuk sender, yang kerja di jakarta itu bukan cuma yang tinggal dijakarta loh, tapi dari jabodetabek juga, lo nyalahin pemerintah? kan udah disediain kereta, mrt, lrt, busway, itu salah satu buat mengurangi polusi juga btw dan kanker paru paru disebabin bukan karena polusi aja",teruntuk sender kerja jakarta tinggal dijakarta loh jabodetabek lo nyalahin pemerintah udah disediain kereta mrt lrt busway salah mengurangi polusi btw kanker paru paru disebabin polusi aja,1,3,negatif,0
615,"@urfavcha @tubirfess dia naik apa btw? gue keliling jakarta naik busway 3,500, naik krl 3000-6000 naik mrt belasan ribu. ini kawasan suburb dimana? pinggir jakarta> bahkan daerah ui pun udah ada busway yg kecil2 itu, ga masuk akal dia bilang mahal :) dia naik apa btw?",btw gue keliling jakarta busway krl mrt belasan ribu kawasan suburb dimana pinggir jakarta daerah ui udah busway tidak_masuk akal bilang mahal btw,0,1,negatif,0
616,"@tubirfess Eh tpi karna aku ga punya kendaraan pribadi di jakarta jadi naiknya kendaraan online, mrt, atau busway??",eh tpi karna tidak_punya kendaraan pribadi jakarta naiknya kendaraan online mrt busway,0,1,negatif,0
617,"@rifandaputri Naik MRT beberapa hari yang lalu, sampe kawasan MRT Cipete/Fatmawati ngeliat kok Jakarta sanaan dikit berkabut ya, etaunya polusi. Tebal banget, kayak bulket.",mrt sampe kawasan mrt cipete fatmawati ngeliat jakarta sanaan dikit berkabut ya etaunya polusi tebal banget kayak bulket,0,1,negatif,0
618,"@pawaluhan023 Mirisnya lg byk cebong tolol yg komen, malu Jakarta dpt predikat kota berpolusi terparah, justru itu umpannya. Nantinya anies akan ditanya bgmn solusinya mengatasi itu? Gayung pun bersambut, dan cebong pun merasa keren naik mrt ??",mirisnya lg byk cebong tolol komen malu jakarta dpt predikat kota berpolusi terparah umpannya anies bgmn solusinya mengatasi gayung bersambut cebong keren mrt,2,5,negatif,0
619,"Di kedua medsos MRT Jakarta, sama sekali ga ada postingan tentang peristiwa menghebohkan kemarin.

Paling jawabannya, ""maaf, kak, kami netral ??"" 

Yaelah, itu udah paling netral kali peristiwanya ??",medsos mrt jakarta tidak_ada postingan peristiwa menghebohkan kemarin jawabannya maaf kak netral yaelah udah netral kali peristiwanya,0,2,negatif,0
620,"Naik angkutan umum di Jakarta so cozy, ga mau turun lagi kalau udah di dalem KRL, MRT, Busway, TransJakarta.",angkutan jakarta so cozy tidak_mau turun udah dalem krl mrt busway transjakarta,1,2,negatif,0
621,"Dear @mrtjakarta tolong dong buat stasiun istora mandiri exit BEI, disediain eskalator segera, kasian liat orang tua pada capek naik tangga trimakasii",dear tolong stasiun istora mandiri exit bei disediain eskalator kasian liat orang tua capek tangga trimakasii,1,2,negatif,0
622,@mrtjakarta lift prioritas di sta istora ini sdh mati beberapa hari. Apakah tdk ada tindakan perbaikan? Kasian bumil2 disuruh naik tangga.,lift prioritas sta istora sdh mati tidak_ada tindakan perbaikan kasian bumil disuruh tangga,1,3,negatif,0
623,"ga nyaman skr naik @mrtjakarta security2 trutama pd rese, udh ada metal detector ngapain pake priksa2 tas.. bikin keamanan bukan gitu caranya",ga nyaman skr security trutama pd rese udh metal detector ngapain pake priksa tas bikin keamanan gitu,1,2,negatif,0
624,Tadi pagi saya naik penumpangnya mulai berkurang 10-20%. Saran saya banyak2 kerjasama dengan @PT_TransJakarta @GrabID @gojekindonesia agar ada diskon atau paket khusus dengan MRT sehingga menekan biaya transport,pagi penumpangnya berkurang saran kerjasama transjakarta diskon paket khusus mrt menekan biaya transport,1,2,negatif,0
625,Kenapa ya beberapa kali naik @mrtjakarta bauknya pesing???,ya kali bauknya pesing,0,1,negatif,0
626,Yang bikin @mrtjakarta loketnya ga efisien banget itu adalah kartunya diisi manual satu per satu sama petugasnya. Harusnya mereka bisa pake mesin kayak punyanya @CommuterLine yang otomatis muntahin kartu dengan cepat. Jadi petugas ga perlu repot-repot tap kartu satu2 di reader,bikin loketnya tidak_efisien banget kartunya diisi manual petugasnya pake mesin kayak punyanya otomatis muntahin kartu cepat petugas tidak_perlu repot repot tap kartu reader,3,4,negatif,0
627,baru pulang ke jakarta liat mrt sama tiang2 mrt yang belom jadi kepikiran kalo proyek itu uangnya ngutang ngutang kok bangga,pulang jakarta liat mrt tiang mrt belom kepikiran kalo proyek uangnya ngutang ngutang bangga,1,2,negatif,0
628,"Antrian panjang untuk membeli tiket, petugas tidak ramah. @ stasiun bundaran HI @mrtjakarta",antrian membeli tiket petugas tidak_ramah stasiun bundaran hi,0,1,negatif,0
629,"Halo @mrtjakarta ... di stasiun Senayan, escalator mati, lift mati, bagaimana cara saya yang cacat ini bisa naik ke permukaan?",halo stasiun senayan escalator mati lift mati cacat permukaan,0,3,negatif,0
630,"Pada percaya nggak kalo tarif @mrtjakarta dalam sebulan itu hampir semahal tarif transportasi di Helsinki? Misalnya naik MRT PP Lebak Bulus - Bundaran HI tiap hari dalam sebulan, sekitar 22 hari kerja: 15.000 X 22 ï¿½ 2 = 660.000 ~ ï¿½42. Di Helsinki 1 zona tarif ï¿½55 sebulan penuh",percaya tidak_kalo tarif sebulan semahal tarif transportasi helsinki mrt pp lebak bulus bundaran hi sebulan kerja x helsinki zona tarif sebulan penuh,1,2,negatif,0
631,"Replying to @mrtjakarta Tolong dibuatkan sosialisasi mengenai pemakaian lift prioritas dong, miris liatnya orang berjejalan antri naik lift malah yang harusnya membutuhkan lift jadi nggak bisa pake",replying to tolong dibuatkan sosialisasi pemakaian lift prioritas miris liatnya orang berjejalan antri lift membutuhkan lift tidak_bisa pake,0,4,negatif,0
632,@mrtjakarta 2 hari ini gw naik mrt kok ngerasa bau pesing ya? alat pel nya mungkin ga bersih nih.,gw mrt ngerasa bau pesing ya alat pel nya tidak_bersih nih,0,3,negatif,0
633,"Dulu aja ke singapur sendiri, pertama kalinya naik pesawat, pertama kalinya ke luar negeri, pertama kalinya naik MRT juga. Napa di jakarta yang jelas-jelas di negara sendiri malah ga berani nyoba naik MRT sendirian",aja singapur kalinya pesawat kalinya negeri kalinya mrt napa jakarta negara tidak_berani nyoba mrt,0,1,negatif,0
634,"Beberapa hari yang lalu saya naik MRT di Fatmawati, nemuin tanda yang aneh macam gini, Uda saya CC ke akun @/mrtjakarta, tapi gak ada yang respon, apakah karena tidak viral makanya tidak direspon ya",mrt fatmawati nemuin tanda aneh gini uda cc akun mrtjakarta tidak_ada respon tidak_viral tidak_direspon ya,0,3,negatif,0
635,"Hari ini saya ditegur karena menaiki gerbong depan yg dikhususnya untuk wanita. Waktu di luar jam yg dituliskam. Pie @mrtjakarta , ini tipu?",ditegur gerbong dikhususnya wanita jam dituliskam pie tipu,0,1,negatif,0
636,"@mrtjakarta . Ini kemarin siang di halte Plaza indonesia. Tdk ada ptugas yg kliling, apalagi negor. Sy langsung lapor ke satpam disitu. Tp cm iya aja tanpa follow-through. Mana nih aturan denda nya? Perbanyak satpam yg kliling & denda-in mreka dong. SDM dibekali capability jg.",kemarin siang halte plaza indonesia tidak_ada ptugas kliling negor sy langsung lapor satpam disitu tp cm iya aja follow through nih aturan denda nya perbanyak satpam kliling denda in mreka sdm dibekali capability jg,0,3,negatif,0
637,"@mrtjakarta tdi mlm sekitar 8 malam kurang d http://st.lbï¿½.bulus,Ada penumpang yang menempel di Peron...alih2 mengingatkan dngn sopan, salah satu petugas dari jarak yg cukup jauh, berteriak: woiii!!!..memang penumpang tsb salah, tapi saya rasa Ada cara yg lbh sopan,tks",tdi mlm malam d penumpang menempel peron alih dngn sopan salah petugas jarak berteriak woiii penumpang tsb salah lbh sopan tks,2,3,negatif,0
638,"Petugas @mrtjakarta takut di tegur sm penumpang krn ada laki2. Baru tau loh! Kl ada penumpang yg gak nyaman sm anak laki2! Emang anak kecil laki2 bakal pedopil sm wanita dewasa? Aneh, kreta khusus wanita itu bkn hny utk wanita & anak wanita, tp utk ibu dg anak2",petugas takut tegur sm penumpang krn laki tau loh kl penumpang tidak_nyaman sm anak laki emang anak laki pedopil sm wanita dewasa aneh kreta khusus wanita bkn hny utk wanita anak wanita tp utk dg anak,2,4,negatif,0
639,"@mrtjakarta bisa info gak? saya tanya ke petugas loket mrt mau top up jaklinggo ktnya gakbisa, ditanya bisanya dimana malah jwb gaktau, gak informatif. pdhl kan saya beli kartu ini juga di stasiun mrt. kalo blm ready mending jgn di jual dulu.thanks",info tidak_saya petugas loket mrt top up jaklinggo ktnya gakbisa bisanya dimana jwb gaktau tidak_informatif pdhl beli kartu stasiun mrt kalo blm ready mending jgn jual thanks,0,1,negatif,0
640,"Hari ini petugas @mrtjakarta di lebak bulus tegas abis, semua yang gak ikutin aturan dibantai sama dia... Salut bapak",petugas lebak bulus abis tidak_ikutin aturan dibantai salut,1,2,negatif,0
641,Di trotoar menuju stasiun fatmawati @mrtjakarta yang dari arah perempatan fatmawati udah seminggu terakhir lagi banyak banget ulat bulu... udah berkurang sih semenjak pertama muncul kemarin banyak bgtbgt tapi tetep geli,trotoar stasiun fatmawati arah perempatan fatmawati udah seminggu banget ulat bulu udah berkurang sih semenjak muncul kemarin bgtbgt tetep geli,0,1,negatif,0
642,Malam min @mrtjakarta ac d stasiun senayan ga nyala ya??kok panas ga dingin kayak biasanya brasa nunggu diluar tks,malam min ac d stasiun senayan tidak_nyala ya panas tidak_dingin kayak brasa nunggu diluar tks,1,2,negatif,0
643,"Min tolong dibuatkan koridor (atap) ke Park & Ride agar kalau hujan tetap bisa lewat, yang kedua jalan dari park and rode ke stasiun lebak bulus suka bau pesing",min tolong dibuatkan koridor atap park ride hujan jalan park and rode stasiun lebak bulus suka bau pesing,1,3,negatif,0
644,"Min kmren naik mrt, suara masinisnya kurang keras. Kalah sama bising rel ktika otw plaza blok m - senayan",min kmren mrt suara masinisnya keras kalah bising rel ktika otw plaza blok m senayan,0,2,negatif,0
645,"Kemaren gagal naik MRT di Jakarta, padahal sangat ingin",kemaren gagal mrt jakarta,0,1,negatif,0
646,Hi @mrtjakarta - kapan lift bisa digunakan di stasiun Bundaran HI? Barusan melihat seorang pengguna kursi roda kesulitan karena harus naik eskalator. Terima kasih.,hi lift stasiun bundaran hi barusan pengguna kursi roda kesulitan eskalator terima kasih,0,1,negatif,0
647,"RAPID apanya, paling nunggu kedatangan MRT ya lama bisa sampai 30 menit sama kayak mau naik BUSWAY nunggunya lama sampai 30 menit",rapid apanya nunggu kedatangan mrt ya menit kayak busway nunggunya menit,0,1,negatif,0
648,"temen2 yg bawa sepeda, sekarang udah gak bisa duduk kalau naik MRT. ini udah kesekian kalinya saya di usir dr tempat duduk. dengan alasan yg bermacam2. #biketoworkjakarta #biketowokmrtjakarta #nositting4bikemrtjakarta @mrtjakarta",temen bawa sepeda udah tidak_bisa duduk mrt udah kesekian kalinya usir dr duduk alasan,0,1,negatif,0
649,"Min kenapa di loket mrt ngk bisa top up uang eletronik? seperti flazz,emoney dan sebagainya, seperti tranjakarta, kemaren kehabisan saldo terpaksa harus beli single trip dan naik mrt pun cuma sekali,",min loket mrt ngk top up uang eletronik flazz emoney tranjakarta kemaren kehabisan saldo terpaksa beli single trip mrt,0,1,negatif,0
650,"@mrtjakarta naik MRT sangat menguras emosi, wajib tahan emosi, beli tiket antrian panjang krn kurangnya loket tiket, mau beli minum susah, smoga kedepannya ada perbaikan khususny saat weekend (sabtu-minggu)",mrt menguras emosi wajib tahan emosi beli tiket antrian krn kurangnya loket tiket beli minum susah smoga kedepannya perbaikan khususny weekend sabtu minggu,1,4,negatif,0
651,Apakah aroma di dalam @mrtjakarta memang seperti ini? Saya naik MRT setiap hari dan selalu mendapati aroma seperti ini. Teman saya menyebutnya 'bau pesing'. Saya tidak terlalu setuju dengan itu meskipun itu memang bau yg paling mendekati.,aroma mrt mendapati aroma teman menyebutnya bau pesing tidak_terlalu setuju bau mendekati,1,3,negatif,0
652,Akhirnya hari ini nyobain MRT jakarta wkwk ketinggalan banget ya baru nyobain sekarang. Pertama kali naik MRT itu di singapore dan ternyata MRT jakarta sama bagusnya kok sama di singapore,nyobain mrt jakarta wkwk ketinggalan banget ya nyobain kali mrt singapore mrt jakarta bagusnya singapore,0,1,negatif,0
653,"Anti macet macet club, thank you @mrtjakarta cc Pakde @jokowi #mrtj",anti macet macet club thank you cc pakde,0,2,negatif,0
654,@mrtjakarta petugas security kalian tidak pny cukup nyali utk menegur penumpang yg sdh terlihat jelas sdg makan di dlm MRT!!!,petugas security tidak_pny nyali utk menegur penumpang sdh sdg makan dlm mrt,0,1,negatif,0
655,Menemukan Sampah berserakan di Bawah Kursi tunggu Lebak Bulus Grab @mrtjakarta Kenapa ? Security kemana ? Petugas Kebersihan kemana ?,menemukan sampah berserakan kursi tunggu lebak bulus grab security kemana petugas kebersihan kemana,1,2,negatif,0
656,"Yo @mrtjakarta Udah berkali kali naik dari stasiun Lebak bulus. Dan saya baru sadar ga ada tempat sampah di sekitar peron. Tanya sekuriti, katanya di bawah. Saya kebawah, ga ada juga. mungkin diluar, sebelum tap in. Akhirnya ke toilet. Nice one.",yo udah berkali kali stasiun lebak bulus sadar tidak_ada sampah peron sekuriti kebawah tidak_ada diluar tap in toilet nice one,1,2,negatif,0
657,@mrtjakarta coba naik MRT tapi ssyang mushola di stasiun Lebakbulus terlalu sempit dan pintu masuknya campur antara laki2 dan petempuan,coba mrt ssyang mushola stasiun lebakbulus sempit pintu masuknya campur laki petempuan,0,1,negatif,0
658,"Hi min @mrtjakarta , 1 kartu flash apakah bisa digunakan untuk berdua atau satunya harus beli tiket manual?",hi min kartu flash berdua satunya beli tiket manual,0,1,negatif,0
659,@mrtjakarta @DishubDKI_JKT mohon bantuannya untuk pedestrian dari park&ride menuju Lebak Bulus grab MRT diperhatikan.. bau banget pak buu.. (bau toilet),jkt mohon bantuannya pedestrian park ride lebak bulus grab mrt diperhatikan bau banget buu bau toilet,1,2,negatif,0
660,@mrtjakarta escalator naik stasiun benhil exit jalan sudirman tiba2 mati Banyak orang kaget pas udah ditengah2 escalator,escalator stasiun benhil exit jalan sudirman mati orang kaget pas udah ditengah escalator,1,2,negatif,0
661,"Pada prnh ke Toilet? Pernah ke toilet yg ada 'bekas' yg nga disiram? Nah, persis baunya nih di jalur pejalan kaki samping depo",prnh toilet toilet bekas nga disiram persis baunya nih jalur pejalan kaki samping depo,0,2,negatif,0
662,"Mulai ngerasa capek bolak balik mampang-senen naik busway. Mau pindah naik mrt ongkosnya lebih mahal berkali2 lipat dan jalannya lebih muter2. Naik krl mager desek2an di krlnya. Tambah salut deh sama orang2 yg kerjanya pp jakarta-bogor atau jakarta-bekasi, kuat2 bgt mereka",ngerasa capek bolak mampang senen busway pindah mrt ongkosnya mahal berkali lipat jalannya muter krl mager desek an krlnya salut deh orang kerjanya pp jakarta bogor jakarta bekasi kuat bgt,2,3,negatif,0
663,"Dan coba dilihat berapa banyak ojol di Jakarta? Yg ternyata turut menyumbang kemacetan. Saya sih bukannya anti onjol, tapi gregetan aja kalau ada yg protes jakarta macet tapi masih koar-koar bangga leboh milih ojol daripada jalan kaki terus lanjut naik bus/krl/mrt",coba ojol jakarta menyumbang kemacetan sih anti onjol gregetan aja protes jakarta macet koar koar bangga leboh milih ojol jalan kaki bus krl mrt,1,2,negatif,0
664,"Setiap lewat trotoar ini, pejalan kaki harus siap menahan nafas sekitar 5 menit. Tau kenapa? Karena bau pipis yg menyengat. Mungkin ya, itu pipisnya para supir angkot dan bis. Coba sediain moving toilet di sini. Lokasi: Lebakbulus. Ccï¿½@mrtjakartaï¿½@PT_TransJakarta@aniesbaswedanï¿½",trotoar pejalan kaki menahan nafas menit tau bau pipis menyengat ya pipisnya supir angkot bis coba sediain moving toilet lokasi lebakbulus cc transjakarta,0,1,negatif,0
665,Dear @mrtjakarta..... Kereta pertama menuju HI.. di gerbong pertama... Tetep ye bau nya ngga enak.. Aromanya ngga fresh gitu kenapa yee....,dear kereta hi gerbong tetep ye bau nya tidak_enak aromanya tidak_fresh gitu yee,0,2,negatif,0
666,Happy makin banyak yg bawa sepeda lipat naik @mrtjakarta artinya polusi Jakarta makin berkurang,happy bawa sepeda lipat polusi jakarta berkurang,1,2,negatif,0
667,Halooo ini dari park n ride ke stasiun lb bulus grab kenapa bau pesing yaaaaa @mrtjakarta,halooo park n ride stasiun lb bulus grab bau pesing yaaaaa,0,2,negatif,0
668,Area Jalan menuju halte mrt / busway baunya pesing bgt.. Tolong di monitor siapa kek gtu... @PT_TransJakarta @mrtjakarta@DishubDKI_JKT @DKIJakarta,area jalan halte mrt busway baunya pesing bgt tolong monitor kek gtu transjakarta jkt,0,2,negatif,0
669,"wc hanya satu di halte dan utk msk hrs bayar (tap gate trans) lalu lintas org di sekitar banyak sekali shgg koridor jd sasaran peturasan, kenapa tdk menyediakan wc umum di sekitar lokasi parkir biar bs digunakan mrk2 yg beranjak ke halte (bus & mrt)",wc halte utk msk hrs bayar tap gate trans lintas org shgg koridor jd sasaran peturasan tidak_menyediakan wc lokasi parkir biar bs mrk beranjak halte bus mrt,0,1,negatif,0
670,"dear @mrtjakarta, pagi ini rute dukuh atas - lebak bulus 08.31 kereta nomor 4 bau pesing pipis, mungkin krn bau karbol pembersihnya. mohon difollow up ya agar kedepannya tidak terjadi lg. sy pengguna harian mrt btw. semangat!",dear pagi rute dukuh lebak bulus kereta nomor bau pesing pipis krn bau karbol pembersihnya mohon difollow up ya kedepannya tidak_terjadi lg sy pengguna harian mrt btw semangat,2,3,negatif,0
671,"Dear @mrtjakarta boleh saran ditambah fasilitas atm di tiap halte, dan atm di taro di sebelum pintu masuk jadi bisa isi emoney/ flazz atau tarik tunai untuk beli kartu single trip nya krn pengalaman saya gak jd naikmrt krn buru2 lupa tarik tunai dan gabisa isi emoney",dear saran ditambah fasilitas atm halte atm taro pintu masuk isi emoney flazz tarik tunai beli kartu single trip nya krn pengalaman tidak_jd naikmrt krn buru lupa tarik tunai gabisa isi emoney,1,2,negatif,0
672,@mrtjakarta @_sketsai biasanya di pojokan. Daerah priority seat. Tapi ada juga gerbong yang ga ada priority seatnya pesing di pojokan. Mungkin sejenis chemical yang dipakai gerbong?,sketsai pojokan daerah priority seat gerbong tidak_ada priority seatnya pesing pojokan sejenis chemical dipakai gerbong,0,2,negatif,0
673,"@mrtjakarta @_sketsai Cleaning solution, right? Aku pernah tanya sama petugas. Bau mirip pesing ini bau cleaning solution yang dipakai.",sketsai cleaning solution right petugas bau pesing bau cleaning solution dipakai,0,3,negatif,0
674,"Hmmm ini kadang MRT suka bau pesing aneh gitu ya, aroma apakah ini? @mrtjakarta",hmmm kadang mrt suka bau pesing aneh gitu ya aroma,1,3,negatif,0
675,Appreciation tweet for @mrtjakarta karena satpamnya menegur ibu2 yg minum air mineral di kereta. This means he really does his job goodlyyy wooow ????????????,appreciation tweet for satpamnya menegur minum air mineral kereta this means he really does his job goodlyyy wooow,0,1,negatif,0
676,@masterando @mrtjakarta Gw jg udah 2x pas ngetap keluar malah error disuruh ngetap lg malah saldo kesedot double. Saksi @farismram,gw jg udah x pas ngetap error disuruh ngetap lg saldo kesedot double saksi,1,2,negatif,0
677,"@PT_TransJakarta Wah mantap dari Blok M sekarang sudah bisa kemana2, saran aja min, tolong diadakan feeder dari St. @mrtjakarta Bundaran HI langsung  ke St. Gambir dan St. Senen @KAI121 sehingga tidak perlu repot2 transit di halte Monas, cukup menyusahkan jika membawa barang banyak kalau transit",transjakarta mantap blok m kemana saran aja min tolong diadakan feeder st bundaran hi langsung st gambir st senen tidak_perlu repot transit halte monas menyusahkan membawa barang transit,2,5,negatif,0
678,Mau konfirmasi aja ke @mrtjakarta benarkah ada larangan untuk foto-foto (pribadi bukan komersial) di dalam stasiun MRT. Kok saya tadi ditegur security.,konfirmasi aja larangan foto foto pribadi komersial stasiun mrt ditegur security,0,1,negatif,0
679,"@mrtjakarta pagi min, oo iya min Napa di stasiun MRT Senayan kok gak ada eskalator nya dan gak di buat yg keluar arah Kemendikbud ?! Tq min ?? ??",pagi min oo iya min napa stasiun mrt senayan tidak_ada eskalator nya tidak_di arah kemendikbud tq min,0,1,negatif,0
680,"@mrtjakarta Biarpun sdh ada tertera peraturanï¿½nya,tp tetap saja msh ada yg melanggar,terkadang security jg ga mau memberi teguran,mungkin takut penumpang tersinggung,MRT the best deh pokoknya,",biarpun sdh tertera peraturan nya tp msh melanggar terkadang security jg tidak_mau teguran takut penumpang tersinggung mrt the best deh pokoknya,0,4,negatif,0
681,"@detikcom @detikfinance Agak kecewa, soalnya jalan antara stasiun lebak bulus sama parkiran (park & ride) bau pesing didiemin aja sama @mrtjakarta",kecewa jalan stasiun lebak bulus parkiran park ride bau pesing didiemin aja,0,3,negatif,0
682,Musala di stasiun @mrtjakarta Lebak Bulus @GrabID sempit banget.,musala stasiun lebak bulus sempit banget,0,1,negatif,0
683,"@mrtjakarta Tadi malam saya naik MRT dr Lb Bulus grab.  Tercium aroma pesing di gerbongnya.  Kirain hanya di trotoar yg nuju lampu merah Ps. Jumat aja yg bau. Ada bbrp bagian trotoarnya itu yg gelap, tolong ditambahin lampu ya..",malam mrt dr lb bulus grab tercium aroma pesing gerbongnya kirain trotoar nuju lampu merah ps jumat aja bau bbrp trotoarnya gelap tolong ditambahin lampu ya,0,4,negatif,0
684,@mrtjakarta @DishubDKI_JKT mohon bantuannya untuk pedestrian dari park&ride menuju Lebak Bulus grab MRT diperhatikan.. bau banget pak buu.. (bau toilet ??),jkt mohon bantuannya pedestrian park ride lebak bulus grab mrt diperhatikan bau banget buu bau toilet,1,2,negatif,0
685,@mrtjakarta escalator naik stasiun benhil exit jalan sudirman tiba2 mati ???? Banyak orang kaget pas udah ditengah2 escalator,escalator stasiun benhil exit jalan sudirman mati orang kaget pas udah ditengah escalator,1,2,negatif,0
686,"@CommuterLine ini masak tiap mo nasuk stasiun berhenti mulu sik min, lebih lama lg dr biasanya.. kok gak bener2 jg sih minn ?? andai @mrtjakarta deket rumah udh mending naik itu dahh",masak mo nasuk stasiun berhenti mulu sik min lg dr tidak_bener jg sih minn andai deket rumah udh mending dahh,0,2,negatif,0
687,gimana ni :( @mrtjakarta masa di luar negri bisa disini gabisa https://t.co/lFeb25W5wb,gimana ni negri gabisa,0,1,negatif,0
688,@mrtjakarta keterlaluan! yang bener bukan gak boleh minum tapi jangan buang sampah sembarangan! org kemarin byk hbs lari pd minum. security tai,bener tidak_boleh minum buang sampah sembarangan org kemarin byk hbs lari pd minum security tai,0,1,negatif,0
689,"Entah apa hidungku yg salah, kok kabin @mrtjakarta spt bau pesing ya? ??????",hidungku salah kabin spt bau pesing ya,0,3,negatif,0
690,"@mrtjakarta @flexura Dan saya denger2 setiap kesalahan gaji mereka dipotong,
Miris saya mah

Apakah setiap mereka berbuat kebenaran gaji mereka akan dinaikin??
Tolong jawab @mrtjakarta",denger kesalahan gaji dipotong miris mah berbuat kebenaran gaji dinaikin tolong,1,3,negatif,0
691,@mrtjakarta kenapa deee pengumuman dalam keretanya gede bangettt... Pengumumannya udh kayak tereakin penumpang...,deee pengumuman keretanya gede bangettt pengumumannya udh kayak tereakin penumpang,0,1,negatif,0
692,"Dear @mrtjakarta..... Kereta pertama menuju HI..  di gerbong pertama...  Tetep ye bau nya ngga enak.. 
Aromanya ngga fresh gitu kenapa yee.... ???? https://t.co/VgKqmdWm6n",dear kereta hi gerbong tetep ye bau nya tidak_enak aromanya tidak_fresh gitu yee,0,2,negatif,0
693,"@dondiindrayana @mrtjakarta @DKIJakarta atap pun tak ada, ntar musim hujan bakal repot",atap ntar musim hujan repot,0,1,negatif,0
694,@mrtjakarta @PT_TransJakarta Kalo turun di stasiun mrt fatmawati trus nyambung D31 ke cinere dengan harga 20ribu sepertinya kemahalan ya,transjakarta kalo turun stasiun mrt fatmawati trus nyambung d cinere harga ribu kemahalan ya,0,2,negatif,0
695,"@maisa306 @mrtjakarta Iya kaya bau pesing gitu, tiap pagi sama kereta sore ke malam juga bau kenapa ya admin?",iya kaya bau pesing gitu pagi kereta sore malam bau ya admin,1,3,negatif,0
696,"@maisa306 @mrtjakarta sering kali memang baunya tidak segar, kayak bau basi.. mungkin kualitas air atau penggunaan berkali2 tanpa penggantian. baik buat lantai dan bagian lain",kali baunya tidak_segar kayak bau basi kualitas air penggunaan berkali penggantian lantai,0,3,negatif,0
697,@mrtjakarta @maisa306 saya pengguna reguler dihampir semua jadwal dan baunya selalu bau basi. jadi bukan sekali dua kali,pengguna reguler dihampir jadwal baunya bau basi kali,0,2,negatif,0
698,"@umaridriss @mrtjakarta @PT_TransJakarta @aniesbaswedan Itu Akibat cari toilet susah, sekali ada toilet susah parkirnya...",transjakarta akibat cari toilet susah toilet susah parkirnya,0,2,negatif,0
699,"Adakah pengguna @mrtjakarta yg lain yg merasa kalo bau di rangkaian mrt seperti bau pesing? Ato cuma saya aja ya yg hidungnya terlalu sensitif? Ntah kenapa saya merasa bau nya kurang sedap, ntah bau karbolnya, atau apa gitu saya kurang tau juga *menurut pendapat saya ya",adakah pengguna kalo bau rangkaian mrt bau pesing ato aja ya hidungnya sensitif ntah bau nya sedap ntah bau karbolnya gitu tau pendapat ya,1,5,negatif,0
700,@mrtjakarta tolong disediakan atm dong di stasiun....susah bgt niy mau narik uang cash. ??,tolong disediakan atm stasiun susah bgt niy narik uang cash,0,2,negatif,0
701,@mrtjakarta barusan di gerbong 4 ada bekas pipis nih..bau..tp y gt karna pas di lebak bulus g di cek up kebersihannya dulu jd ada orang yg g sengaja duduk dsitu akhirnya..pdhl aq dah bilangin awas basah..tolong dong dibersihin,barusan gerbong bekas pipis nih bau tp y gt karna pas lebak bulus g cek up kebersihannya jd orang g sengaja duduk dsitu pdhl aq dah bilangin awas basah tolong dibersihin,2,3,negatif,0
702,@Azgrul1 @mrtjakarta saya gtw itu tiap hari atau nggak.. makanya saya minta klarifikasi dari @mrtjakarta kalau memang SOP nya seperti itu saya terima.. dan saya naik moda transportasi lain.. yang saya tekankan itu saya minta klarifikasi.. bukan cari kesalahan orang lain..,gtw tidak_makanya klarifikasi sop nya terima moda transportasi tekankan klarifikasi cari kesalahan orang,0,1,negatif,0
703,"@mrtjakarta ada baiknya himbauan tidak mengangkat /menelpon saat di dalam MRT dilakukan. PA nya saja sdh berisik, kalau ada 10 penumoang spt bapak yg direkaman  diatas, akan jadi polusi suara. Sangat tidak nyaman. 
@mungky @dhanymarlen https://t.co/m1lZTpuEqG",baiknya himbauan tidak_mengangkat menelpon mrt pa nya sdh berisik penumoang spt direkaman diatas polusi suara tidak_nyaman,0,2,negatif,0
704,"@mrtjakarta ini gerbong MRT pertama untuk K1 1 18 36 kok seperti bau pesing ya? Bisa dibantu untuk pengecekannya? Saat ini memasuki Istora Mandiri, thx",gerbong mrt k bau pesing ya dibantu pengecekannya memasuki istora mandiri thx,1,2,negatif,0
